Name,Team,P,G,A
Aaron Schoenfeld,Minnesota United FC,15,1,0
Bakaye Dibassy,Minnesota United FC,14,2,0
Brent Kallman,Minnesota United FC,4,0,0
Chase Gasper,Minnesota United FC,21,1,1
Dayne St. Clair,Minnesota United FC,16,0,0
Emanuel Reynoso,Minnesota United FC,16,2,14
Ethan Finlay,Minnesota United FC,17,4,2
Greg Ranjitsingh,Minnesota United FC,0,0,0
Hassani Dotson,Minnesota United FC,21,1,1
Ike Opara,Minnesota United FC,2,2,0
Jacori Hayes,Minnesota United FC,13,1,1
James Musa,Minnesota United FC,6,0,0
Jan Gregus,Minnesota United FC,21,1,7
José Aja,Minnesota United FC,13,1,0
Kei Kamara,Minnesota United FC,18,4,2
Kevin Molino,Minnesota United FC,21,13,4
Luis Amarilla,Minnesota United FC,8,2,1
Marlon Hairston,Minnesota United FC,11,0,0
Michael Boxall,Minnesota United FC,22,0,0
Osvaldo Alonso,Minnesota United FC,13,0,0
Raheem Edwards,Minnesota United FC,12,0,3
Robin Lod,Minnesota United FC,23,8,5
Romain Métanire,Minnesota United FC,22,0,4
Thomás Chacón,Minnesota United FC,4,0,0
Tyler Miller,Minnesota United FC,5,0,0
