Name,Team,P,G,A
Alan Pulido,Sporting Kansas City,12,6,5
Amadou Dia,Sporting Kansas City,14,0,1
Andreu Fontàs,Sporting Kansas City,3,1,0
Botond Baráth,Sporting Kansas City,0,0,0
Cameron Duke,Sporting Kansas City,8,0,0
Dániel Sallói,Sporting Kansas City,7,0,0
Erik Hurtado,Sporting Kansas City,17,5,0
Felipe Hernàndez,Sporting Kansas City,18,0,1
Gadi Kinda,Sporting Kansas City,20,6,4
Gerso,Sporting Kansas City,21,3,4
Gianluca Busio,Sporting Kansas City,21,2,4
Graham Smith,Sporting Kansas City,4,0,0
Graham Zusi,Sporting Kansas City,15,1,1
Ilie Sánchez,Sporting Kansas City,17,1,1
Jaylin Lindsey,Sporting Kansas City,14,0,2
John Pulskamp,Sporting Kansas City,0,0,0
Johnny Russell,Sporting Kansas City,23,6,5
Khiry Shelton,Sporting Kansas City,22,5,2
Luís Martins,Sporting Kansas City,12,0,2
Matt Besler,Sporting Kansas City,10,0,0
Richard Sánchez,Sporting Kansas City,2,0,0
Roberto Puncec,Sporting Kansas City,22,0,1
Roger Espinoza,Sporting Kansas City,18,3,2
Tim Melia,Sporting Kansas City,22,0,0
Winston Reid,Sporting Kansas City,13,1,0
