Name,Team,P,G,A
Aaron Long,Red Bull New York,17,2,0
Amro Tarek,Red Bull New York,12,0,0
Ben Mines,Red Bull New York,5,1,1
Brian White,Red Bull New York,19,6,1
Caden Clark,Red Bull New York,8,3,0
Cristian Cásseres Jr.,Red Bull New York,20,2,3
Daniel Royer,Red Bull New York,21,4,3
David Jensen,Red Bull New York,11,0,0
Dru Yearwood,Red Bull New York,13,0,0
Florian Valot,Red Bull New York,24,2,3
Jared Stroud,Red Bull New York,21,0,3
Jason Pendant,Red Bull New York,21,0,2
Kaku,Red Bull New York,17,2,5
Kyle Duncan,Red Bull New York,24,3,4
Mandela Egbo,Red Bull New York,9,1,1
Marc Rzatkowski,Red Bull New York,17,0,2
Mathias Jørgensen,Red Bull New York,8,0,0
Omir Fernández,Red Bull New York,15,2,1
Patrick Seagrist,Red Bull New York,3,0,0
Ryan Meara,Red Bull New York,14,0,0
Samuel Tetteh,Red Bull New York,10,0,0
Sean Davis,Red Bull New York,15,0,1
Sean Nealis,Red Bull New York,6,0,1
Tim Parker,Red Bull New York,20,0,1
Tom Barlow,Red Bull New York,22,3,0
