Name,Team,P,G,A
Andrés Ríos,San Jose Earthquakes,23,5,2
Cade Cowell,San Jose Earthquakes,18,1,1
Carlos Fierro,San Jose Earthquakes,17,3,4
Chris Wondolowski,San Jose Earthquakes,23,8,1
Cristian Espinoza,San Jose Earthquakes,24,3,11
Daniel Vega,San Jose Earthquakes,12,0,0
Danny Hoesen,San Jose Earthquakes,8,1,0
Eric Calvillo,San Jose Earthquakes,7,0,1
Florian Jungwirth,San Jose Earthquakes,20,0,0
Guram Kashia,San Jose Earthquakes,6,0,0
Jackson Yueill,San Jose Earthquakes,22,1,1
Jacob Akanyirige,San Jose Earthquakes,1,0,0
JT Marcinkowski,San Jose Earthquakes,12,0,0
Judson,San Jose Earthquakes,22,0,0
Luis Felipe Fernandes,San Jose Earthquakes,5,0,0
Magnus Eriksson,San Jose Earthquakes,5,1,1
Marcos López,San Jose Earthquakes,14,2,2
Nick Lima,San Jose Earthquakes,21,2,2
Oswaldo Alanís,San Jose Earthquakes,15,2,1
Paul Marie,San Jose Earthquakes,12,1,0
Shea Salinas,San Jose Earthquakes,24,3,2
Siad Haji,San Jose Earthquakes,4,0,0
Tanner Beason,San Jose Earthquakes,9,0,0
Tommy Thompson,San Jose Earthquakes,21,1,4
Valeri Qazaishvili,San Jose Earthquakes,15,3,1
