Name,Team,P,G,A
Alejandro Pozuelo,Toronto FC,24,9,10
Alex Bono,Toronto FC,0,0,0
Auro,Toronto FC,19,0,1
Ayo Akinola,Toronto FC,16,9,0
Chris Mavinga,Toronto FC,20,0,1
Erickson Gallardo,Toronto FC,6,0,0
Eriq Zavaleta,Toronto FC,5,0,0
Ifunanyachi Achara,Toronto FC,1,1,0
Jacob Shaffelburg,Toronto FC,4,0,0
Jayden Nelson,Toronto FC,7,0,0
Jonathan Osorio,Toronto FC,18,1,3
Jozy Altidore,Toronto FC,14,2,1
Justin Morrow,Toronto FC,15,0,0
Laurent Ciman,Toronto FC,12,0,0
Liam Fraser,Toronto FC,14,0,0
Mark Delgado,Toronto FC,19,0,1
Michael Bradley,Toronto FC,13,0,1
Nick DeLeon,Toronto FC,22,1,2
Omar González,Toronto FC,24,0,0
Pablo Piatti,Toronto FC,18,4,4
Patrick Mullins,Toronto FC,17,1,1
Quentin Westberg,Toronto FC,21,0,1
Ralph Priso-Mbongue,Toronto FC,5,0,0
Richie Laryea,Toronto FC,21,4,4
Tony Gallacher,Toronto FC,10,0,1
Tsubasa Endoh,Toronto FC,17,1,0
