Name,Team,P,G,A
Ali Adnan Kadhim,Vancouver Whitecaps,22,2,5
Andy Rose,Vancouver Whitecaps,13,0,1
Cristián Dájome,Vancouver Whitecaps,23,3,4
Cristián Gutiérrez,Vancouver Whitecaps,12,0,2
Derek Cornelius,Vancouver Whitecaps,13,0,0
Erik Godoy,Vancouver Whitecaps,12,0,0
Evan Bush,Vancouver Whitecaps,8,0,0
Fredy Montero,Vancouver Whitecaps,16,5,5
Hwang In-Beom,Vancouver Whitecaps,5,0,1
Jakob Nerwinski,Vancouver Whitecaps,21,2,0
Janio Bikel,Vancouver Whitecaps,12,0,0
Jasser Khmiri,Vancouver Whitecaps,5,0,0
Leonard Owusu,Vancouver Whitecaps,20,0,1
Lucas Cavallini,Vancouver Whitecaps,18,6,0
Manuel Milinkovic,Vancouver Whitecaps,16,1,4
Maxime Crépeau,Vancouver Whitecaps,4,0,0
Michael Baldisimo,Vancouver Whitecaps,13,1,3
Patrick Metcalfe,Vancouver Whitecaps,7,0,0
Ranko Veselinovic,Vancouver Whitecaps,18,0,0
Russell Teibert,Vancouver Whitecaps,20,0,1
Ryan Raposo,Vancouver Whitecaps,15,0,1
Thelonius Bair,Vancouver Whitecaps,16,1,0
Thomas Hasal,Vancouver Whitecaps,9,0,0
Tosaint Ricketts,Vancouver Whitecaps,16,2,0
