Name,Team,P,G,A
Aaron Herrera,Real Salt Lake,20,0,1
Albert Rusnák,Real Salt Lake,16,3,2
Andrew Putna,Real Salt Lake,15,0,0
Corey Baird,Real Salt Lake,21,2,4
Damir Kreilach,Real Salt Lake,21,8,1
Danny Toia,Real Salt Lake,20,0,1
David Ochoa,Real Salt Lake,1,0,0
Douglas Martínez,Real Salt Lake,18,2,0
Erik Holt,Real Salt Lake,7,0,0
Erik Holtan,Real Salt Lake,1,0,0
Everton Luiz,Real Salt Lake,14,0,0
Giuseppe Rossi,Real Salt Lake,7,1,0
Jeizon Ramírez,Real Salt Lake,10,0,0
Justen Glad,Real Salt Lake,17,1,0
Justin Meram,Real Salt Lake,21,3,3
Justin Portillo,Real Salt Lake,5,0,0
Kyle Beckerman,Real Salt Lake,10,0,0
Maikel Chang,Real Salt Lake,19,1,6
Marcelo Silva,Real Salt Lake,15,0,0
Nedum Onuoha,Real Salt Lake,15,0,0
Nick Besler,Real Salt Lake,12,0,0
Pablo Ruiz,Real Salt Lake,18,1,1
Sam Johnson,Real Salt Lake,10,1,0
Tate Schmitt,Real Salt Lake,4,0,0
Zac MacMath,Real Salt Lake,6,0,0
