Name,Team,P,G,A
A.J. DeLaGarza,Inter Miami CF,6,0,0
Alvas Powell,Inter Miami CF,5,0,0
Andrés Reyes,Inter Miami CF,13,0,0
Ben Sweat,Inter Miami CF,23,0,2
Blaise Matuidi,Inter Miami CF,16,1,1
Brek Shea,Inter Miami CF,13,4,0
Christian Makoun,Inter Miami CF,4,0,0
Dylan Nealis,Inter Miami CF,20,0,0
Gonzalo Higuaín,Inter Miami CF,9,1,2
Jay Chapman,Inter Miami CF,8,0,0
John McCarthy,Inter Miami CF,9,0,0
Jorge Figal,Inter Miami CF,22,0,0
Juan Agudelo,Inter Miami CF,15,3,0
Julián Carranza,Inter Miami CF,17,2,0
Leandro González Pírez,Inter Miami CF,16,2,1
Lewis Morgan,Inter Miami CF,24,5,8
Luis Robles,Inter Miami CF,15,0,0
Matías Pellegrini,Inter Miami CF,20,1,4
Mikey Ambrose,Inter Miami CF,7,1,0
Robbie Robinson,Inter Miami CF,12,0,1
Rodolfo Pizarro,Inter Miami CF,20,4,5
Victor Ulloa,Inter Miami CF,24,0,3
Wil Trapp,Inter Miami CF,22,0,0
