Name,Team,P,G,A
Aljaz Ivacic,Portland Timbers,2,0,0
Andres Flores,Portland Timbers,4,1,0
Andy Polo,Portland Timbers,17,1,2
Bill Tuiloma,Portland Timbers,12,1,1
Chris Duvall,Portland Timbers,10,0,0
Cristhian Paredes,Portland Timbers,18,0,1
Dairon Asprilla,Portland Timbers,3,0,0
Dario Zuparic,Portland Timbers,20,0,0
Diego Chará,Portland Timbers,21,1,6
Diego Valeri,Portland Timbers,23,8,8
Eryk Williamson,Portland Timbers,22,3,5
Felipe Mora,Portland Timbers,20,7,2
Jaroslaw Niezgoda,Portland Timbers,17,7,1
Jeremy Ebobisse,Portland Timbers,19,8,2
Jorge Villafaña,Portland Timbers,20,2,5
Julio Cascante,Portland Timbers,5,1,0
Larrys Mabiala,Portland Timbers,18,1,1
Marco Farfan,Portland Timbers,15,0,0
Marvin Loría,Portland Timbers,18,0,2
Pablo Bonilla,Portland Timbers,13,0,1
Renzo Zambrano,Portland Timbers,5,0,0
Sebastián Blanco,Portland Timbers,9,2,5
Steve Clark,Portland Timbers,21,0,0
Tomás Conechny,Portland Timbers,8,0,0
Yimmi Chará,Portland Timbers,22,4,8
