Name,Team,P,G,A
Alexander Callens,New York City FC,23,2,0
Alexander Ring,New York City FC,24,4,4
Alexandru Mitrita,New York City FC,12,4,2
Anton Tinnerholm,New York City FC,24,4,4
Gary Mackay-Steven,New York City FC,23,2,1
Gedion Zelalem,New York City FC,1,0,0
Gudmundur Thórarinsson,New York City FC,20,0,1
Héber,New York City FC,12,1,2
Ismael Tajouri-Shradi,New York City FC,16,3,1
James Sands,New York City FC,16,0,1
Jesús Medina,New York City FC,23,5,3
Joe Scally,New York City FC,5,0,0
Juan Torres,New York City FC,2,0,0
Justin Haak,New York City FC,0,0,0
Keaton Parks,New York City FC,24,3,1
Luis Barraza,New York City FC,0,0,0
Maxi Morález,New York City FC,14,1,4
Maxime Chanot,New York City FC,21,1,0
Nicolás Acevedo,New York City FC,13,0,0
Rónald Matarrita,New York City FC,22,0,2
Sean Johnson,New York City FC,24,0,0
Sebastien Ibeagha,New York City FC,8,0,0
Tayvon Gray,New York City FC,0,0,0
Tony Rocha,New York City FC,12,1,0
Valentín Castellanos,New York City FC,23,6,3
