Name,Team,P,G,A
Andre Reynolds,Chicago Fire FC,2,0,0
Bobby Shuttleworth,Chicago Fire FC,17,0,0
Boris Sekulic,Chicago Fire FC,21,2,2
Brandt Bronico,Chicago Fire FC,10,0,0
Brian Gutiérrez,Chicago Fire FC,6,0,0
C.J. Sapong,Chicago Fire FC,11,2,0
Carlos Terán,Chicago Fire FC,2,0,0
Connor Sparrow,Chicago Fire FC,1,0,0
Djordje Mihailovic,Chicago Fire FC,20,2,6
Elliot Collier,Chicago Fire FC,21,0,1
Fabian Herbers,Chicago Fire FC,21,4,1
Francisco Calvo,Chicago Fire FC,22,1,2
Gastón Giménez,Chicago Fire FC,18,0,3
Ignacio Aliseda,Chicago Fire FC,20,1,2
Johan Kappelhof,Chicago Fire FC,4,0,0
Jonathan Bornstein,Chicago Fire FC,20,1,1
Kenneth Kronholm,Chicago Fire FC,5,0,0
Luka Stojanovic,Chicago Fire FC,2,0,0
Mauricio Pineda,Chicago Fire FC,23,3,2
Micheal Azira,Chicago Fire FC,6,0,0
Miguel Navarro,Chicago Fire FC,19,0,1
Przemyslaw Frankowski,Chicago Fire FC,19,3,1
Robert Beric,Chicago Fire FC,23,12,1
Wyatt Omsberg,Chicago Fire FC,5,0,1
Álvaro Medrán,Chicago Fire FC,23,2,6
