Name,Team,P,G,A
Amar Sejdic,CF Montréal,15,2,1
Anthony Jackson-Hamel,CF Montréal,8,0,0
Ballou Tabla,CF Montréal,5,1,0
Bojan Krkic,CF Montréal,18,4,2
Clément Bayiha,CF Montréal,4,0,0
Clément Diop,CF Montréal,21,0,0
Emanuel Maciel,CF Montréal,12,0,3
James Pantemis,CF Montréal,3,0,0
Joel Waterman,CF Montréal,7,0,1
Jorge Luis Corrales,CF Montréal,15,0,1
Jukka Raitala,CF Montréal,15,0,0
Karifa Yao,CF Montréal,2,0,0
Lassi Lappalainen,CF Montréal,13,4,1
Luis Binks,CF Montréal,22,0,0
Mason Toye,CF Montréal,15,1,1
Maximiliano Urruti,CF Montréal,15,5,2
Mustafa Kizza,CF Montréal,0,0,1
Orji Okwonkwo,CF Montréal,14,1,2
Rod Fanni,CF Montréal,13,0,0
Romell Quioto,CF Montréal,20,9,6
Rudy Camacho,CF Montréal,15,1,1
Samuel Piette,CF Montréal,22,1,1
Saphir Taïder,CF Montréal,11,4,6
Shamit Shome,CF Montréal,12,0,0
Victor Wanyama,CF Montréal,21,2,2
Zachary Brault-Guillard,CF Montréal,22,0,1
