Name,Team,P,G,A
Aleksandar Katai,LA Galaxy,2,0,0
Cameron Dunbar,LA Galaxy,4,0,0
Carlos Harvey,LA Galaxy,6,0,0
Cristian Pavón,LA Galaxy,22,10,7
Daniel Steres,LA Galaxy,20,1,0
David Bingham,LA Galaxy,18,0,1
Diedie Traore,LA Galaxy,6,0,0
Efrain Álvarez,LA Galaxy,16,1,2
Emil Cuello,LA Galaxy,11,0,0
Emiliano Insúa,LA Galaxy,22,0,2
Ethan Zubak,LA Galaxy,15,2,0
Giancarlo González,LA Galaxy,10,1,0
Gordon Wild,LA Galaxy,3,0,1
Javier Hernández,LA Galaxy,12,2,0
Joe Corona,LA Galaxy,16,1,0
Jonathan dos Santos,LA Galaxy,13,0,0
Jonathan Klinsmann,LA Galaxy,4,0,0
Julián Araujo,LA Galaxy,17,1,3
Kai Koreniuk,LA Galaxy,4,1,0
Nick DePuy,LA Galaxy,16,0,1
Perry Kitchen,LA Galaxy,21,0,0
Rolf Feltscher,LA Galaxy,17,0,2
Sacha Kljestan,LA Galaxy,15,0,0
Sebastian Lletget,LA Galaxy,21,6,4
Yony González,LA Galaxy,9,0,1
