Name,Team,P,G,A
Andrés Ricaurte,FC Dallas,16,1,2
Brandon Servania,FC Dallas,12,0,0
Bressan,FC Dallas,20,0,1
Bryan Acosta,FC Dallas,12,0,2
Bryan Reynolds,FC Dallas,19,0,3
Dante Sealy,FC Dallas,5,0,0
Ema Twumasi,FC Dallas,5,0,0
Fafà Picault,FC Dallas,20,3,2
Franco Jara,FC Dallas,21,7,0
Hárold Mosquera,FC Dallas,13,4,0
Jesse Gonzalez,FC Dallas,2,0,0
Jesús Ferreira,FC Dallas,21,1,1
Jimmy Maurer,FC Dallas,19,0,0
John Nelson,FC Dallas,13,0,1
Kyle Zobeck,FC Dallas,4,0,0
Matt Hedges,FC Dallas,21,0,1
Michael Barrios,FC Dallas,23,1,6
Paxton Pomykal,FC Dallas,5,1,0
Reggie Cannon,FC Dallas,6,0,1
Reto Ziegler,FC Dallas,20,2,1
Ricardo Pepi,FC Dallas,19,3,1
Ryan Hollingshead,FC Dallas,22,4,1
Tanner Tessmann,FC Dallas,21,0,1
Thiago Santos,FC Dallas,22,0,1
Zdenek Ondrasek,FC Dallas,5,2,1
