Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Aaron Harang,29.0,CIN,NL,-0.5,33.0,88.0,74.0,0.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,28.0,0.095,0.117,0.108,0.225,-42.0,0.106,-99.0,8.0,1.0,1.0,11.0,1.0,0.0,1/H,CYA-4
Adam Dunn*,27.0,CIN,NL,1.4,152.0,632.0,522.0,101.0,138.0,27.0,2.0,40.0,106.0,9.0,2.0,101.0,165.0,0.264,0.386,0.554,0.94,136.0,0.403,137.0,289.0,12.0,5.0,0.0,4.0,8.0,*7/HD,
Bill Bray*,24.0,CIN,NL,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Bobby Livingston*,24.0,CIN,NL,0.2,11.0,31.0,25.0,3.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,0.28,0.333,0.28,0.613,59.0,0.281,43.0,7.0,1.0,0.0,4.0,0.0,0.0,1/H,
Brad Salmon*,27.0,CIN,NL,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Brandon Phillips,26.0,CIN,NL,4.0,158.0,702.0,650.0,107.0,187.0,26.0,6.0,30.0,94.0,32.0,8.0,33.0,109.0,0.288,0.331,0.485,0.816,105.0,0.367,108.0,315.0,26.0,12.0,2.0,5.0,4.0,*4/H6,MVP-22
Bronson Arroyo,30.0,CIN,NL,0.0,33.0,79.0,70.0,5.0,10.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,30.0,0.143,0.178,0.214,0.392,0.0,0.177,-34.0,15.0,1.0,1.0,6.0,0.0,0.0,1,
Buck Coats*,25.0,CIN,NL,-0.2,20.0,38.0,34.0,2.0,7.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,15.0,0.206,0.263,0.324,0.587,49.0,0.259,35.0,11.0,1.0,0.0,0.0,1.0,0.0,H/798,
Chad Moeller,32.0,CIN,NL,-0.6,30.0,49.0,48.0,6.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,17.0,0.167,0.167,0.25,0.417,4.0,0.219,4.0,12.0,2.0,0.0,1.0,0.0,0.0,2H,
David Ross,30.0,CIN,NL,-0.2,112.0,348.0,311.0,32.0,63.0,10.0,0.0,17.0,39.0,0.0,0.0,30.0,92.0,0.203,0.271,0.399,0.67,68.0,0.291,57.0,124.0,9.0,0.0,5.0,2.0,4.0,2/H,
David Weathers,37.0,CIN,NL,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Dewayne Wise*,29.0,CIN,NL,0.2,5.0,6.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.2,0.333,0.6,0.933,131.0,0.495,223.0,3.0,0.0,0.0,0.0,0.0,1.0,/8H,
Eddie Guardado,36.0,CIN,NL,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Edwin Encarnación,24.0,CIN,NL,1.5,139.0,560.0,502.0,66.0,145.0,25.0,1.0,16.0,76.0,8.0,1.0,39.0,86.0,0.289,0.356,0.438,0.794,101.0,0.364,108.0,220.0,5.0,14.0,0.0,1.0,4.0,*5/H,
Elizardo Ramírez#,24.0,CIN,NL,0.0,4.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,3.0,0.229,-18.0,1.0,0.0,0.0,0.0,0.0,0.0,/1,
Enrique Cruz,25.0,CIN,NL,-0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,/6,
Eric Milton*,31.0,CIN,NL,0.0,6.0,9.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.143,0.143,0.143,0.286,-27.0,0.13,-101.0,1.0,0.0,0.0,2.0,0.0,0.0,/1,
Gary Majewski,27.0,CIN,NL,0.0,32.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-100.0,0.0,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
Homer Bailey,21.0,CIN,NL,0.1,8.0,12.0,11.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.273,0.273,0.364,0.636,60.0,0.27,38.0,4.0,0.0,0.0,1.0,0.0,0.0,/1,
Jared Burton,26.0,CIN,NL,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Jason Ellison,29.0,CIN,NL,0.1,37.0,56.0,48.0,7.0,9.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,15.0,0.188,0.278,0.271,0.549,41.0,0.258,28.0,13.0,0.0,1.0,2.0,0.0,0.0,79H/8,
Javier Valentín#,31.0,CIN,NL,-0.3,97.0,265.0,243.0,19.0,67.0,21.0,0.0,2.0,34.0,0.0,0.0,19.0,25.0,0.276,0.328,0.387,0.715,82.0,0.317,76.0,94.0,7.0,1.0,0.0,2.0,2.0,2H/3D,
Jeff Conine,41.0,CIN,NL,-0.2,80.0,242.0,215.0,23.0,57.0,11.0,1.0,6.0,32.0,4.0,0.0,20.0,28.0,0.265,0.32,0.409,0.729,84.0,0.324,79.0,88.0,4.0,0.0,1.0,6.0,0.0,3H/59D,
Jeff Keppinger,27.0,CIN,NL,1.6,67.0,276.0,241.0,39.0,80.0,16.0,2.0,5.0,32.0,2.0,1.0,24.0,12.0,0.332,0.4,0.477,0.877,123.0,0.391,130.0,115.0,11.0,4.0,6.0,1.0,0.0,65/H4379,
Jerry Gil,24.0,CIN,NL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,/H,
Joey Votto*,23.0,CIN,NL,0.1,24.0,89.0,84.0,11.0,27.0,7.0,0.0,4.0,17.0,1.0,0.0,5.0,15.0,0.321,0.36,0.548,0.907,127.0,0.396,131.0,46.0,0.0,0.0,0.0,0.0,1.0,3/7H,
Jon Coutlangus*,26.0,CIN,NL,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Jorge Cantú,25.0,CIN,NL,0.1,27.0,68.0,57.0,8.0,17.0,8.0,0.0,1.0,9.0,0.0,0.0,7.0,10.0,0.298,0.382,0.491,0.874,121.0,0.376,118.0,28.0,3.0,2.0,0.0,2.0,0.0,3H/45,
Josh Hamilton*,26.0,CIN,NL,2.5,90.0,337.0,298.0,52.0,87.0,17.0,2.0,19.0,47.0,3.0,3.0,33.0,65.0,0.292,0.368,0.554,0.922,131.0,0.396,135.0,165.0,6.0,4.0,0.0,2.0,4.0,89H/7,
Juan Castro,35.0,CIN,NL,-1.0,54.0,98.0,89.0,5.0,16.0,5.0,0.0,0.0,5.0,0.0,0.0,4.0,21.0,0.18,0.211,0.236,0.446,14.0,0.217,2.0,21.0,2.0,0.0,3.0,2.0,0.0,H56/4,
Ken Griffey Jr.*,37.0,CIN,NL,0.7,144.0,623.0,528.0,78.0,146.0,24.0,1.0,30.0,93.0,6.0,1.0,85.0,99.0,0.277,0.372,0.496,0.869,119.0,0.372,115.0,262.0,14.0,1.0,0.0,9.0,14.0,*9/HD,AS
Kirk Saarloos,28.0,CIN,NL,0.1,34.0,6.0,5.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.2,0.2,0.4,0.6,48.0,0.249,13.0,2.0,0.0,0.0,1.0,0.0,0.0,1,
Kyle Lohse,28.0,CIN,NL,-0.1,19.0,42.0,33.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.152,0.171,0.152,0.323,-17.0,0.15,-71.0,5.0,0.0,0.0,7.0,1.0,0.0,1/H,
Marcus McBeth,26.0,CIN,NL,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
