Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Archi Cianfrocco,26.0,MON,NL,0.0,12.0,17.0,17.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.235,0.235,0.471,0.706,81.0,0.357,106.0,8.0,0.0,0.0,0.0,0.0,0.0,3/H,
Bill Risley,26.0,MON,NL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,/1,
Brian Barnes*,26.0,MON,NL,-0.1,52.0,23.0,20.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,10.0,0.15,0.19,0.15,0.34,-8.0,0.163,-44.0,3.0,1.0,0.0,2.0,0.0,0.0,1/H,
Brian Looney*,23.0,MON,NL,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,-155.0,0.0,0.0,0.0,0.0,0.0,0.0,/1,
Bruce Walton,30.0,MON,NL,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-155.0,0.0,0.0,0.0,0.0,0.0,0.0,/1,
Butch Henry*,24.0,MON,NL,-0.1,10.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-270.0,0.0,0.0,0.0,1.0,0.0,0.0,1,
Charlie Montoyo,27.0,MON,NL,0.0,4.0,5.0,5.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.0,160.0,0.436,163.0,3.0,0.0,0.0,0.0,0.0,0.0,/H4,
Chris Nabholz*,26.0,MON,NL,0.0,26.0,43.0,39.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,0.128,0.15,0.128,0.278,-26.0,0.177,-30.0,5.0,0.0,0.0,3.0,0.0,0.0,1,
Cliff Floyd*,20.0,MON,NL,-0.3,10.0,31.0,31.0,3.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,9.0,0.226,0.226,0.323,0.548,43.0,0.242,25.0,10.0,0.0,0.0,0.0,0.0,0.0,3/H,
Curtis Pride*,24.0,MON,NL,0.3,10.0,9.0,9.0,3.0,4.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,3.0,0.444,0.444,1.111,1.556,295.0,0.678,314.0,10.0,0.0,0.0,0.0,0.0,0.0,/H7,
Darrin Fletcher*,26.0,MON,NL,0.2,133.0,445.0,396.0,33.0,101.0,20.0,1.0,9.0,60.0,0.0,0.0,34.0,40.0,0.255,0.32,0.379,0.699,84.0,0.326,84.0,150.0,7.0,6.0,5.0,4.0,2.0,*2H,
Delino DeShields*,24.0,MON,NL,4.0,123.0,562.0,481.0,75.0,142.0,17.0,7.0,2.0,29.0,43.0,10.0,72.0,64.0,0.295,0.389,0.372,0.761,103.0,0.366,105.0,179.0,6.0,3.0,4.0,2.0,3.0,*4,
Denis Boucher,25.0,MON,NL,0.0,5.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.167,0.167,0.333,0.5,28.0,0.213,-28.0,2.0,0.0,0.0,2.0,0.0,0.0,/1,
Dennis Martínez,39.0,MON,NL,0.0,36.0,82.0,69.0,1.0,11.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,17.0,0.159,0.178,0.188,0.366,-3.0,0.179,-35.0,13.0,1.0,0.0,9.0,2.0,0.0,1/H,
Derrick White,23.0,MON,NL,0.0,17.0,52.0,49.0,6.0,11.0,3.0,0.0,2.0,4.0,2.0,0.0,2.0,12.0,0.224,0.269,0.408,0.677,76.0,0.337,85.0,20.0,1.0,1.0,0.0,0.0,1.0,3,
