Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Benn Ferriero,SJ,C,23,1,5,6,6.0,54,6:02,0,0,13,7.7,,,,,,0,0,0.0
Brad Staubitz,SJ,RW,25,5,4,9,4.0,6,10:15,1,0,42,11.9,,,,,,2,1,50.0
Dan Boyle,SJ,D,82,39,43,82,14.0,54,20:13,18,12,280,13.9,,,,,,6,1,16.7
Dany Heatley,SJ,LW,82,44,39,83,21.0,22,21:12,12,13,274,16.1,,,,,,7,2,28.6
Derek Joslin,SJ,D,36,0,3,3,1.0,78,6:33,0,0,20,0.0,,,,,,0,0,0.0
Devin Setoguchi,SJ,RW,67,25,26,51,1.0,26,19:28,3,10,228,11.0,,,,,,9,3,33.3
Douglas Murray,SJ,D,76,8,11,19,4.0,37,11:30,0,1,131,6.1,,,,,,0,0,0.0
Dwight Helminen,SJ,C,1,0,1,1,1.0,0,9:34,0,0,0,0.0,,,,,,0,0,0.0
Frazer McLaren,SJ,F,47,3,3,6,0.0,110,6:12,0,1,24,12.5,,,,,,0,0,0.0
Jamie McGinn,SJ,LW,64,3,13,16,21.0,33,22:05,1,1,74,4.1,,,,,,1,0,0.0
Jason Demers,SJ,D,82,3,19,22,6.0,47,17:29,0,2,47,6.4,,,,,,0,0,0.0
Jay Leach D *,SJ,,23,0,2,2,0.0,23,16:22,0,0,22,0.0,,,,,,0,0,0.0
Jed Ortmeyer,SJ,RW,79,4,15,19,-1.0,72,13:03,0,1,93,4.3,,,,,,0,0,0.0
Jody Shelley LW *,SJ,,9,3,2,5,-1.0,0,10:57,0,0,20,15.0,,,,,,1,0,0.0
Joe Callahan,SJ,D,28,1,1,2,3.0,20,15:11,0,0,26,3.8,,,,,,0,0,0.0
Joe Pavelski,SJ,C,82,19,38,57,0.0,131,17:10,2,13,189,10.1,,,,,,8,3,37.5
John McCarthy,SJ,C,3,0,0,0,-2.0,0,8:19,0,0,3,0.0,,,,,,0,0,0.0
Kent Huskins,SJ,D,70,7,23,30,14.0,60,21:21,4,4,182,3.8,,,,,,0,0,0.0
Logan Couture,SJ,C,56,2,9,11,6.0,27,11:25,0,0,59,3.4,,,,,,1,0,0.0
Manny Malhotra,SJ,C,70,20,16,36,0.0,19,15:17,8,2,165,12.1,,,,,,3,1,33.3
Marc-Edouard Vlasic,SJ,D,79,4,13,17,3.0,66,20:20,1,0,85,4.7,,,,,,0,0,0.0
Niclas Wallin D *,SJ,,24,0,3,3,1.0,12,13:52,0,0,19,0.0,,,,,,0,0,0.0
Patrick Marleau,SJ,C,79,20,69,89,17.0,54,19:51,4,25,141,14.2,,,,,,2,0,0.0
Rob Blake,SJ,D,71,14,19,33,17.0,41,15:37,2,6,111,12.6,,,,,,1,0,0.0
Ryan Vesce,SJ,RW,24,2,3,5,4.0,8,11:08,0,0,42,4.8,,,,,,1,0,0.0
Ryane Clowe,SJ,LW,76,15,43,58,6.0,70,26:12,6,23,180,8.3,,,,,,9,2,22.2
Scott Nichol,SJ,C,51,4,17,21,5.0,21,15:25,3,8,52,7.7,,,,,,0,0,0.0
Steven Zalewski,SJ,C,4,1,0,1,-1.0,0,10:59,0,0,1,100.0,,,,,,0,0,0.0
Torrey Mitchell,SJ,C,59,10,3,13,-3.0,38,9:59,0,0,76,13.2,,,,,,1,0,0.0
Total,SJ,,4,0,0,0,-3.0,0,9:07,0,0,3,0.0,,,,,,0,0,0.0
