Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Anssi Salmela,WPG,,47,2,5,7,-6.0,69,15:47,0,0,73,2.7,,,,,,0,0,0.0
Arturs Kulda,WPG,D,23,0,2,2,2.0,36,13:16,0,0,22,0.0,,,,,,0,0,0.0
Boris Valabik,WPG,D,37,2,2,4,0.0,10,14:47,0,0,24,8.3,,,,,,0,0,0.0
Bryan Little,WPG,C,76,6,32,38,0.0,66,22:37,2,8,159,3.8,,,,,,0,0,0.0
Chris Chelios,WPG,D,6,2,0,2,1.0,2,11:52,1,0,6,33.3,,,,,,0,0,0.0
Chris Thorburn,WPG,RW,27,8,9,17,-3.0,0,16:29,1,1,83,9.6,,,,,,1,0,0.0
Christoph Schubert,WPG,D,17,5,2,7,-4.0,31,8:38,0,0,21,23.8,,,,,,0,0,0.0
Clarke MacArthur LW *,WPG,,76,4,9,13,6.0,89,9:58,0,0,63,6.3,,,,,,0,0,0.0
Colby Armstrong,WPG,RW,79,13,21,34,-6.0,20,15:45,3,3,165,7.9,,,,,,4,1,25.0
Eric Boulton,WPG,LW,27,1,8,9,6.0,12,21:22,0,1,24,4.2,,,,,,0,0,0.0
Evander Kane,WPG,LW,79,15,14,29,6.0,61,14:46,0,2,101,14.9,,,,,,0,0,0.0
Evgeny Artyukhin RW *,WPG,,62,2,6,8,-1.0,113,6:50,1,0,39,5.1,,,,,,0,0,0.0
Ilya Kovalchuk LW *,WPG,,82,24,37,61,-17.0,46,17:23,6,12,181,13.3,,,,,,3,0,0.0
Jim Slater,WPG,C,81,10,13,23,-18.0,61,21:23,3,3,155,6.5,,,,,,0,0,0.0
Johnny Oduya D *,WPG,,21,3,6,9,-2.0,2,15:36,1,0,30,10.0,,,,,,1,0,0.0
Mark Popovic,WPG,LW,29,1,4,5,4.0,22,13:10,0,0,27,3.7,,,,,,0,0,0.0
Marty Reasoner,WPG,C,61,11,7,18,1.0,60,12:12,1,0,107,10.3,,,,,,0,0,0.0
Maxim Afinogenov,WPG,RW,76,24,43,67,13.0,44,18:13,8,13,126,19.0,,,,,,2,0,0.0
Niclas Bergfors RW *,WPG,,80,4,13,17,-3.0,24,12:30,0,0,86,4.7,,,,,,0,0,0.0
Pavel Kubina,WPG,D,82,6,44,50,-5.0,30,22:16,2,17,109,5.5,,,,,,0,0,0.0
Rich Peverley,WPG,C,49,31,27,58,1.0,45,22:14,10,9,179,17.3,,,,,,7,2,28.6
Ron Hainsey,WPG,D,66,14,12,26,2.0,62,13:59,0,0,127,11.0,,,,,,0,0,0.0
Tim Stapleton,WPG,RW,4,0,2,2,2.0,2,11:59,0,0,5,0.0,,,,,,0,0,0.0
Tobias Enstrom,WPG,D,82,22,33,55,-14.0,36,18:39,7,9,166,13.3,,,,,,8,3,37.5
Todd White,WPG,C,55,8,18,26,-15.0,33,15:15,3,9,113,7.1,,,,,,6,4,66.7
Total,WPG,,7,0,0,0,-2.0,0,11:10,0,0,5,0.0,,,,,,0,0,0.0
Vyacheslav Kozlov,WPG,LW,80,5,21,26,-6.0,39,22:07,0,5,121,4.1,,,,,,0,0,0.0
Zach Bogosian,WPG,D,65,7,19,26,-11.0,24,15:14,2,8,92,7.6,,,,,,1,0,0.0
