Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Benn Ferriero,SJS,R,24,2,3,5,4,8,668.25,0,0,0,0,0,42,0.04761,2,5,0.75,2009-2010
Brad Staubitz,SJS,R,47,3,3,6,0,110,372.8297,0,1,0,0,1,24,0.125,3,5,0.0,2009-2010
Dan Boyle,SJS,D,91,17,55,72,5,78,1582.3956,7,31,0,0,3,227,0.07488,10,34,0.0,2009-2010
Dany Heatley,SJS,L,96,41,54,95,7,70,1217.7291,19,17,1,1,9,325,0.12615,21,58,0.38461,2009-2010
Derek Joslin,SJS,D,24,0,3,3,1,12,832.875,0,0,0,0,0,19,0.0,0,1,,2009-2010
Devin Setoguchi,SJS,R,85,25,20,45,3,25,950.8352,9,3,0,1,5,223,0.1121,16,33,0.3,2009-2010
Douglas Murray,SJS,D,94,5,19,24,2,74,1220.4361,1,0,0,0,1,99,0.0505,4,23,,2009-2010
Dwight Helminen,SJS,C,11,2,0,2,-1,4,469.4545,0,0,0,0,0,6,0.33333,2,2,0.27272,2009-2010
Frazer McLaren,SJS,L,23,1,5,6,6,54,362.3913,0,0,0,0,0,13,0.07692,1,6,,2009-2010
Jamie McGinn,SJS,L,74,10,3,13,-2,46,572.5675,0,0,0,0,2,87,0.11494,10,13,0.47619,2009-2010
Jason Demers,SJS,D,66,5,21,26,5,29,867.6363,4,11,0,0,1,64,0.07812,1,11,,2009-2010
Jed Ortmeyer,SJS,R,80,8,12,20,3,37,677.2,0,1,0,0,1,133,0.06015,8,18,0.27777,2009-2010
Jody Shelley,SJS,L,57,2,7,9,5,115,405.9122,0,0,0,0,0,49,0.04081,2,9,0.33333,2009-2010
Joe Callahan,SJS,D,1,0,1,1,1,0,574.0,0,0,0,0,0,0,,0,1,,2009-2010
Joe Pavelski,SJS,C,82,34,34,68,7,32,1191.317,8,12,1,1,8,293,0.11604,25,45,0.56612,2009-2010
Joe Thornton,SJS,C,94,23,78,101,6,72,1205.4468,5,28,1,0,3,176,0.13068,17,65,0.54001,2009-2010
John McCarthy,SJS,C,4,0,0,0,-3,0,547.75,0,0,0,0,0,3,0.0,0,0,,2009-2010
Kent Huskins,SJS,D,97,3,19,22,1,53,1005.6907,0,2,0,0,0,50,0.06,3,20,,2009-2010
Logan Couture,SJS,C,40,9,4,13,5,10,640.925,1,0,0,0,2,60,0.15,8,12,0.49162,2009-2010
Manny Malhotra,SJS,C,86,15,19,34,16,41,950.9186,3,6,0,0,4,148,0.10135,12,25,0.62068,2009-2010
Marc-Edouard Vlasic,SJS,D,79,3,16,19,21,37,1323.1645,1,1,0,0,0,89,0.0337,2,16,,2009-2010
Niclas Wallin,SJS,D,6,0,0,0,-3,2,677.0,0,0,0,0,0,2,0.0,0,0,,2009-2010
Niclas Wallin,SJS,D,70,0,7,7,-5,49,1039.5428,0,1,0,0,0,72,0.0,0,6,0.0,2009-2010
Patrick Marleau,SJS,C,96,52,44,96,18,30,1280.6041,15,16,5,1,8,330,0.15757,32,60,0.50965,2009-2010
Rob Blake,SJS,D,85,8,24,32,14,70,1302.0941,4,4,0,0,1,220,0.03636,4,23,,2009-2010
Ryan Vesce,SJS,R,9,3,2,5,-1,0,657.1111,0,0,0,0,1,20,0.15,3,5,0.5,2009-2010
Ryane Clowe,SJS,L,97,21,46,67,4,159,1058.0412,2,15,0,0,2,231,0.0909,19,50,0.41441,2009-2010
Scott Nichol,SJS,C,94,5,16,21,-1,89,744.0744,0,1,1,0,0,114,0.04385,4,18,0.59893,2009-2010
Steven Zalewski,SJS,C,3,0,0,0,-2,0,499.0,0,0,0,0,0,3,0.0,0,0,0.4,2009-2010
Torrey Mitchell,SJS,C,71,2,11,13,1,29,706.6901,0,0,0,0,0,80,0.025,2,13,0.43778,2009-2010
