Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alec Martinez,LA,D,1,0,0,0,-1.0,0,12:31,0,0,0,0.0,,,,,,0,0,0.0
Alexander Frolov,LA,LW,67,22,31,53,8.0,42,19:40,11,13,206,10.7,,,,,,6,1,16.7
Andrei Loktionov,LA,C,3,1,0,1,-2.0,0,11:54,0,0,5,20.0,,,,,,0,0,0.0
Brad Richardson,LA,RW,49,10,19,29,3.0,39,16:22,1,6,140,7.1,,,,,,1,1,100.0
Brandon Segal RW *,LA,,14,0,2,2,1.0,26,7:17,0,0,7,0.0,,,,,,0,0,0.0
Brayden Schenn,LA,C,1,0,0,0,0.0,0,11:52,0,0,1,0.0,,,,,,0,0,0.0
Corey Elkins,LA,C,25,1,1,2,0.0,20,6:46,0,0,24,4.2,,,,,,0,0,0.0
Davis Drewiske,LA,D,75,2,7,9,4.0,83,17:28,0,0,57,3.5,,,,,,0,0,0.0
Drew Doughty,LA,D,82,34,47,81,6.0,16,21:46,14,24,259,13.1,,,,,,16,8,50.0
Dustin Brown,LA,RW,82,16,43,59,20.0,54,24:58,9,22,142,11.3,,,,,,2,1,50.0
Fredrik Modin LW *,LA,,41,3,3,6,-1.0,4,11:21,1,0,55,5.5,,,,,,0,0,0.0
Jack Johnson,LA,D,78,16,24,40,22.0,116,14:28,0,0,127,12.6,,,,,,3,1,33.3
Jarret Stoll,LA,C,81,19,32,51,-1.0,26,18:26,5,8,182,10.4,,,,,,1,0,0.0
Jeff Halpern C *,LA,,39,1,2,3,-2.0,8,9:14,0,0,23,4.3,,,,,,0,0,0.0
Justin Williams,LA,RW,80,8,28,36,-15.0,48,22:36,3,10,130,6.2,,,,,,17,6,35.3
Marc-Andre Cliche,LA,C,4,0,0,0,-2.0,2,15:24,0,0,6,0.0,,,,,,0,0,0.0
Matt Greene,LA,D,73,0,11,11,16.0,21,19:16,0,0,38,0.0,,,,,,0,0,0.0
Michal Handzus,LA,C,73,16,31,47,13.0,40,17:25,4,17,164,9.8,,,,,,6,2,33.3
Oscar Moller,LA,C,42,1,7,8,-4.0,14,15:14,0,0,32,3.1,,,,,,0,0,0.0
Peter Harrold,LA,D,20,3,2,5,-2.0,14,14:54,2,0,32,9.4,,,,,,0,0,0.0
Raitis Ivanans,LA,LW,5,0,0,0,-3.0,0,9:07,0,0,4,0.0,,,,,,0,0,0.0
Randy Jones,LA,D,59,11,13,24,13.0,22,10:31,0,0,78,14.1,,,,,,1,0,0.0
Rich Clune,LA,LW,16,0,2,2,-1.0,12,10:40,0,0,6,0.0,,,,,,0,0,0.0
Rob Scuderi,LA,D,78,3,12,15,14.0,70,18:44,0,0,44,6.8,,,,,,0,0,0.0
Ryan Smyth,LA,LW,82,24,32,56,-6.0,41,19:15,7,10,248,9.7,,,,,,11,2,18.2
Scott Parse,LA,RW,81,11,16,27,1.0,37,12:50,0,0,148,7.4,,,,,,1,0,0.0
Sean O'Donnell,LA,D,48,5,16,21,-3.0,28,18:10,1,7,54,9.3,,,,,,0,0,0.0
Teddy Purcell RW *,LA,,34,4,3,7,-6.0,4,8:35,1,1,42,9.5,,,,,,1,0,0.0
Total,LA,,61,0,0,0,-8.0,136,4:53,0,0,18,0.0,,,,,,0,0,0.0
Trevor Lewis,LA,C,1,0,0,0,1.0,0,7:23,0,0,0,0.0,,,,,,0,0,0.0
Wayne Simmonds,LA,RW,81,20,22,42,4.0,38,18:18,5,5,117,17.1,,,,,,8,5,62.5
