Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alex Tanguay,TB,LW,71,8,34,42,-5.0,48,17:11,3,23,165,4.8,,,,,,1,0,0.0
Andrej Meszaros,TB,D,55,9,8,17,-13.0,27,15:38,2,3,65,13.8,,,,,,3,1,33.3
Blair Jones,TB,C,14,0,0,0,-3.0,2,12:13,0,0,10,0.0,,,,,,0,0,0.0
Brandon Bochenski,TB,RW,67,0,13,13,-8.0,59,22:48,0,1,71,0.0,,,,,,1,0,0.0
David Hale,TB,D,66,2,3,5,-11.0,90,16:09,0,0,54,3.7,,,,,,0,0,0.0
Drew Miller LW *,TB,,23,0,1,1,-4.0,21,17:31,0,0,17,0.0,,,,,,0,0,0.0
James Wright,TB,C,50,3,3,6,-12.0,54,7:31,0,0,22,13.6,,,,,,0,0,0.0
Jeff Halpern C *,TB,,74,4,16,20,-3.0,79,20:50,0,1,90,4.4,,,,,,0,0,0.0
Kurtis Foster,TB,D,79,22,24,46,14.0,208,14:42,7,4,116,19.0,,,,,,1,0,0.0
Lukas Krajicek D *,TB,,8,1,1,2,-2.0,6,20:19,0,0,11,9.1,,,,,,0,0,0.0
Mark Parrish,TB,RW,33,0,2,2,-4.0,27,13:28,0,0,17,0.0,,,,,,0,0,0.0
Martin St. Louis,TB,RW,82,51,44,95,-2.0,38,20:32,24,17,297,17.2,,,,,,9,3,33.3
Matt Lashoff,TB,D,4,0,0,0,-4.0,2,11:32,0,0,1,0.0,,,,,,0,0,0.0
Matt Smaby,TB,D,32,1,3,4,-3.0,17,13:57,0,0,44,2.3,,,,,,0,0,0.0
Matt Walker,TB,D,74,2,3,5,-11.0,265,8:08,0,1,41,4.9,,,,,,0,0,0.0
Mattias Ohlund,TB,D,81,6,11,17,-14.0,50,20:10,2,5,145,4.1,,,,,,1,0,0.0
Mike Lundin,TB,D,28,4,9,13,-1.0,2,12:16,1,3,43,9.3,,,,,,1,0,0.0
Nate Thompson C *,TB,,39,0,4,4,-2.0,25,14:03,0,0,25,0.0,,,,,,0,0,0.0
Paul Ranger,TB,D,16,0,2,2,-5.0,4,15:10,0,0,10,0.0,,,,,,0,0,0.0
Paul Szczechura,TB,C,19,3,6,9,-8.0,6,16:05,1,1,46,6.5,,,,,,2,1,50.0
Ryan Craig,TB,C,1,0,0,0,0.0,0,13:44,0,0,0,0.0,,,,,,0,0,0.0
Ryan Malone,TB,LW,82,24,46,70,-16.0,63,19:47,5,20,295,8.1,,,,,,8,1,12.5
Scott Jackson,TB,D,5,0,0,0,-2.0,21,8:53,0,0,2,0.0,,,,,,0,0,0.0
Stephane Veilleux,TB,LW,49,3,10,13,-4.0,18,21:56,0,1,42,7.1,,,,,,0,0,0.0
Steve Downie,TB,RW,69,21,26,47,-8.0,68,18:45,7,8,172,12.2,,,,,,1,0,0.0
Teddy Purcell RW *,TB,,77,3,6,9,-14.0,48,12:17,0,0,94,3.2,,,,,,1,0,0.0
Todd Fedoruk,TB,LW,52,5,2,7,-15.0,18,13:05,1,0,83,6.0,,,,,,0,0,0.0
Total,TB,,3,0,0,0,0.0,5,9:47,0,0,5,0.0,,,,,,0,0,0.0
Victor Hedman,TB,D,80,10,27,37,-2.0,32,15:47,3,4,91,11.0,,,,,,4,0,0.0
Vincent Lecavalier,TB,C,82,29,65,94,-8.0,12,21:48,7,30,242,12.0,,,,,,3,0,0.0
Vladimir Mihalik,TB,D,14,0,0,0,-5.0,10,12:50,0,0,26,0.0,,,,,,0,0,0.0
Zenon Konopka,TB,C,48,2,3,5,-9.0,18,11:38,0,0,25,8.0,,,,,,0,0,0.0
