Name,Team,P,G,A
Alessandro Schöpf,Vancouver Whitecaps,0,0,0
Andrés Cubas,Vancouver Whitecaps,17,1,0
Brian White,Vancouver Whitecaps,25,4,1
Cody Cropper,Vancouver Whitecaps,15,0,1
Cristián Dájome,Vancouver Whitecaps,27,2,4
Cristián Gutiérrez,Vancouver Whitecaps,11,0,1
Deiber Caicedo,Vancouver Whitecaps,16,1,2
Erik Godoy,Vancouver Whitecaps,6,1,0
Florian Jungwirth,Vancouver Whitecaps,13,0,0
Jakob Nerwinski,Vancouver Whitecaps,23,0,0
Javain Brown,Vancouver Whitecaps,27,1,0
Julian Gressel,Vancouver Whitecaps,29,2,6
Leonard Owusu,Vancouver Whitecaps,18,0,0
Lucas Cavallini,Vancouver Whitecaps,23,9,1
Luís Martins,Vancouver Whitecaps,0,0,3
Marcus Godinho,Vancouver Whitecaps,23,0,0
Michael Baldisimo,Vancouver Whitecaps,13,0,0
Pedro Vite,Vancouver Whitecaps,23,2,2
Ranko Veselinovic,Vancouver Whitecaps,30,1,2
Russell Teibert,Vancouver Whitecaps,28,0,0
Ryan Gauld,Vancouver Whitecaps,27,8,5
Ryan Raposo,Vancouver Whitecaps,30,2,1
Sebastian Berhalter,Vancouver Whitecaps,18,0,0
Simon Becher,Vancouver Whitecaps,1,1,0
Thomas Hasal,Vancouver Whitecaps,16,0,0
Tosaint Ricketts,Vancouver Whitecaps,22,4,1
Tristan Blackmon,Vancouver Whitecaps,27,1,0
