Name,Team,P,G,A
Aimé Mabika,Inter Miami CF,15,0,1
Alejandro Pozuelo,Inter Miami CF,29,6,8
Ariel Lassiter,Inter Miami CF,30,4,4
Brek Shea,Inter Miami CF,4,0,0
Bryce Duke,Inter Miami CF,28,1,5
Christopher McVey,Inter Miami CF,34,1,1
Corentin Jean,Inter Miami CF,0,0,1
Damion Lowe,Inter Miami CF,28,1,1
DeAndre Yedlin,Inter Miami CF,34,0,3
Drake Callender,Inter Miami CF,24,0,0
Emerson Rodríguez,Inter Miami CF,21,2,0
Gonzalo Higuaín,Inter Miami CF,28,16,3
Gregore,Inter Miami CF,30,0,2
Indiana Vassilev,Inter Miami CF,24,2,2
Jairo Quinteros,Inter Miami CF,4,0,0
Jean Mota,Inter Miami CF,33,2,3
Joevin Jones,Inter Miami CF,8,0,0
Kieran Gibbs,Inter Miami CF,15,0,0
Leonardo Campana,Inter Miami CF,26,11,1
Mohammed Adams,Inter Miami CF,8,0,0
Nick Marsman,Inter Miami CF,7,0,0
Noah Allen,Inter Miami CF,8,0,0
Robbie Robinson,Inter Miami CF,8,1,1
Robert Taylor,Inter Miami CF,33,3,3
Ryan Sailor,Inter Miami CF,22,0,0
Victor Ulloa,Inter Miami CF,19,0,1
