Name,Team,P,G,A
Aaron Long,Red Bull New York,29,4,0
Andrés Reyes,Red Bull New York,12,0,0
Ashley Fletcher,Red Bull New York,7,0,0
Caden Clark,Red Bull New York,16,1,1
Cameron Harper,Red Bull New York,17,2,2
Carlos Coronel,Red Bull New York,33,0,0
Cristian Cásseres Jr.,Red Bull New York,27,2,5
Daniel Edelman,Red Bull New York,16,1,0
Dru Yearwood,Red Bull New York,25,2,1
Dylan Nealis,Red Bull New York,28,0,2
Elias Manoel,Red Bull New York,6,0,1
Frankie Amaya,Red Bull New York,24,1,2
Jason Pendant,Red Bull New York,5,0,0
John Tolkin,Red Bull New York,31,1,3
Kyle Duncan,Red Bull New York,9,0,0
Lewis Morgan,Red Bull New York,32,15,4
Luquinhas,Red Bull New York,30,5,3
Omir Fernández,Red Bull New York,28,2,3
Patryk Klimala,Red Bull New York,28,5,3
Sean Nealis,Red Bull New York,33,0,0
Serge Ngoma,Red Bull New York,8,2,0
Steven Sserwadda,Red Bull New York,2,0,0
Thomas Edwards,Red Bull New York,20,0,0
Tom Barlow,Red Bull New York,33,4,0
Zachary Ryan,Red Bull New York,6,0,0
