Name,Team,P,G,A
Auston Trusty,Colorado Rapids,16,0,0
Bryan Acosta,Colorado Rapids,25,0,3
Collen Warner,Colorado Rapids,17,1,0
Danny Wilson,Colorado Rapids,25,0,1
Dantouma Toure,Colorado Rapids,5,1,0
Darren Yapi,Colorado Rapids,10,0,0
Diego Rubio,Colorado Rapids,29,15,6
Drew Moor,Colorado Rapids,9,0,0
Felipe Gutiérrez,Colorado Rapids,11,0,2
Gustavo Vallecilla,Colorado Rapids,12,0,0
Gyasi Zardes,Colorado Rapids,32,10,2
Jack Price,Colorado Rapids,17,0,2
Jonathan Lewis,Colorado Rapids,32,5,4
Keegan Rosenberry,Colorado Rapids,33,2,1
Lalas Abubakar,Colorado Rapids,31,4,0
Lucas Esteves,Colorado Rapids,29,1,2
Max,Colorado Rapids,27,0,1
Michael Barrios,Colorado Rapids,33,2,7
Nicolás Mezquida,Colorado Rapids,9,0,0
Ralph Priso-Mbongue,Colorado Rapids,15,1,0
Sam Nicholson,Colorado Rapids,14,1,1
Steven Beitashour,Colorado Rapids,19,0,2
William Yarbrough,Colorado Rapids,33,0,0
