Name,Team,P,G,A
Alejandro Bedoya,Philadelphia Union,30,6,6
Andre Blake,Philadelphia Union,36,0,0
Brandan Craig,Philadelphia Union,1,0,0
Chris Donovan,Philadelphia Union,7,0,0
Cole Turner,Philadelphia Union,0,0,0
Cory Burke,Philadelphia Union,35,8,5
Dániel Gazdag,Philadelphia Union,36,21,6
Jack Elliott,Philadelphia Union,34,4,1
Jack McGlynn,Philadelphia Union,25,1,4
Jakob Glesnes,Philadelphia Union,36,0,4
Jesús Bueno,Philadelphia Union,1,0,0
José Andrés Martínez,Philadelphia Union,32,0,4
Julián Carranza,Philadelphia Union,33,15,8
Kai Wagner,Philadelphia Union,36,0,10
Leon Flach,Philadelphia Union,36,1,2
Matthew Freese,Philadelphia Union,0,0,0
Matthew Real,Philadelphia Union,8,1,0
Mikkel Uhre,Philadelphia Union,29,12,4
Nathan Harriel,Philadelphia Union,25,1,0
Olivier Mbaizo,Philadelphia Union,21,0,2
Paxten Aaronson,Philadelphia Union,24,1,0
Quinn Sullivan,Philadelphia Union,16,1,0
Richard Odada,Philadelphia Union,0,0,0
Stuart Findlay,Philadelphia Union,4,0,0
