Name,Team,P,G,A
Andreu Fontàs,Sporting Kansas City,27,2,0
Ben Sweat,Sporting Kansas City,19,0,3
Cameron Duke,Sporting Kansas City,26,0,2
Dániel Sallói,Sporting Kansas City,28,7,3
Erik Thommy,Sporting Kansas City,11,3,1
Felipe Hernàndez,Sporting Kansas City,32,2,3
Graham Zusi,Sporting Kansas City,20,1,2
Jacob Davis,Sporting Kansas City,2,0,0
John Pulskamp,Sporting Kansas City,12,0,0
Johnny Russell,Sporting Kansas City,32,8,1
José Mauri,Sporting Kansas City,1,0,0
Kayden Pierre,Sporting Kansas City,18,0,1
Kendall McIntosh,Sporting Kansas City,1,0,0
Khiry Shelton,Sporting Kansas City,24,1,1
Kortne Ford,Sporting Kansas City,14,0,0
Logan Ndenbe,Sporting Kansas City,22,0,0
Marinos Tzionis,Sporting Kansas City,27,1,0
Nicolas Isimat-Mirin,Sporting Kansas City,27,0,0
Nikola Vujnovic,Sporting Kansas City,9,0,0
Oriol Rosell,Sporting Kansas City,18,0,1
Robert Voloder,Sporting Kansas City,12,1,0
Roger Espinoza,Sporting Kansas City,29,2,3
Rémi Walter,Sporting Kansas City,33,3,3
Tim Melia,Sporting Kansas City,21,0,0
William Agada,Sporting Kansas City,11,8,2
