Name,Team,P,G,A
Adalberto Carrasquilla,Houston Dynamo FC,30,2,3
Adam Lundkvist,Houston Dynamo FC,30,0,5
Corey Baird,Houston Dynamo FC,22,2,3
Daniel Steres,Houston Dynamo FC,18,2,1
Darwin Cerén,Houston Dynamo FC,27,0,1
Darwin Quintero,Houston Dynamo FC,30,8,4
Ethan Bartlow,Houston Dynamo FC,14,0,0
Fafà Picault,Houston Dynamo FC,29,7,3
Griffin Dorsey,Houston Dynamo FC,26,1,1
Héctor Herrera,Houston Dynamo FC,9,0,1
Matías Vera,Houston Dynamo FC,27,0,0
Memo Rodríguez,Houston Dynamo FC,29,0,3
Michael Nelson,Houston Dynamo FC,2,0,0
Nelson Quiñones,Houston Dynamo FC,7,0,0
Roberto Avila,Houston Dynamo FC,8,0,0
Samuel Junqua,Houston Dynamo FC,15,0,1
Sebastián Ferreira,Houston Dynamo FC,30,12,3
Steve Clark,Houston Dynamo FC,32,0,0
Teenage Hadebe,Houston Dynamo FC,22,2,0
Thiago Fernandes,Houston Dynamo FC,3,0,0
Thorleifur Úlfarsson,Houston Dynamo FC,30,4,1
Tim Parker,Houston Dynamo FC,27,0,0
Zarek Valentin,Houston Dynamo FC,5,0,0
Zeca,Houston Dynamo FC,20,0,1
