Name,Team,P,G,A
Alex Bono,Toronto FC,24,0,0
Ayo Akinola,Toronto FC,25,2,0
Carlos Salcedo,Toronto FC,13,0,0
Chris Mavinga,Toronto FC,18,0,0
Deandre Kerr,Toronto FC,26,3,0
Domenico Criscito,Toronto FC,15,1,0
Federico Bernardeschi,Toronto FC,12,8,2
Ifunanyachi Achara,Toronto FC,15,0,1
Jahkeele Marshall-Rutty,Toronto FC,16,0,0
Jayden Nelson,Toronto FC,30,1,2
Jesús Jiménez,Toronto FC,32,9,3
Jonathan Osorio,Toronto FC,23,9,4
Jordan Perruzza,Toronto FC,13,0,0
Kadin Chung,Toronto FC,8,0,1
Kosi Thompson,Toronto FC,24,1,2
Lorenzo Insigne,Toronto FC,11,6,2
Luca Petrasso,Toronto FC,22,0,2
Lukas MacNaughton,Toronto FC,24,0,0
Mark-Anthony Kaye,Toronto FC,0,0,2
Michael Bradley,Toronto FC,33,3,4
Quentin Westberg,Toronto FC,9,0,0
Richie Laryea,Toronto FC,10,0,3
Shane O'Neill,Toronto FC,25,0,1
