Name,Team,P,G,A
Brian Rodríguez,LAFC,14,2,3
Carlos Vela,LAFC,34,12,12
Cristian Arango,LAFC,36,18,4
Cristian Tello,LAFC,4,0,0
Denis Bouanga,LAFC,9,3,0
Diego Palacios,LAFC,30,1,5
Eddie Segura,LAFC,14,0,1
Francisco Ginella,LAFC,15,0,0
Franco Escobar,LAFC,19,1,1
Gareth Bale,LAFC,13,3,0
Giorgio Chiellini,LAFC,12,0,1
Ilie Sánchez,LAFC,35,1,0
Ismael Tajouri-Shradi,LAFC,6,2,0
Jesús Murillo,LAFC,32,3,3
Jhegson Méndez,LAFC,23,0,0
José Cifuentes,LAFC,35,7,7
Kellyn Acosta,LAFC,34,3,4
Kwadwo Opoku,LAFC,36,8,3
Latif Blessing,LAFC,29,0,1
Mamadou Fall,LAFC,16,1,1
Maxime Crépeau,LAFC,35,0,0
Ryan Hollingshead,LAFC,32,6,2
Sebastien Ibeagha,LAFC,19,0,0
