Name,Team,P,G,A
Ahmed Longmire,Nashville SC,0,0,0
Aké Arnaud Loba,Nashville SC,21,1,0
Alex Muyl,Nashville SC,29,2,2
Aníbal Godoy,Nashville SC,19,1,2
C.J. Sapong,Nashville SC,33,5,5
Daniel Lovitz,Nashville SC,31,1,4
Dave Romney,Nashville SC,31,3,2
Dax McCarty,Nashville SC,29,0,2
Elliot Panicco,Nashville SC,2,0,0
Eric Miller,Nashville SC,23,0,0
Ethan Zubak,Nashville SC,11,0,1
Handwalla Bwana,Nashville SC,1,0,0
Hany Mukhtar,Nashville SC,33,23,8
Jack Maher,Nashville SC,27,2,0
Jacob Shaffelburg,Nashville SC,21,2,1
Joe Willis,Nashville SC,32,0,1
Josh Bauer,Nashville SC,0,0,0
Luke Haakenson,Nashville SC,26,0,3
Randall Leal,Nashville SC,28,2,5
Sean Davis,Nashville SC,34,1,1
Shaq Moore,Nashville SC,11,0,3
Tah Anunga,Nashville SC,24,0,0
Taylor Washington,Nashville SC,14,0,1
Teal Bunbury,Nashville SC,17,4,0
Walker Zimmerman,Nashville SC,30,4,1
