Name,Team,P,G,A
Andy Nájar,D.C. United,23,0,2
Brad Smith,D.C. United,16,0,1
Brendan Hines-Ike,D.C. United,20,0,0
Chris Odoi-Atsem,D.C. United,19,0,0
Christian Benteke,D.C. United,6,1,0
Christopher Durkin,D.C. United,28,1,4
Donovan Pines,D.C. United,21,0,0
Drew Skundrich,D.C. United,18,0,1
Edison Flores,D.C. United,12,1,0
Jackson Hopkins,D.C. United,20,0,1
Kimarni Smith,D.C. United,16,1,1
Martín Rodríguez,D.C. United,14,0,2
Michael Estrada,D.C. United,16,4,3
Miguel Berry,D.C. United,30,2,0
Nigel Robertha,D.C. United,16,1,3
Ola Kamara,D.C. United,29,9,1
Rafael Romo,D.C. United,14,0,0
Ravel Morrison,D.C. United,13,1,0
Russell Canouse,D.C. United,18,1,1
Sami Guediri,D.C. United,13,0,0
Sofiane Djeffal,D.C. United,27,0,0
Steve Birnbaum,D.C. United,31,2,0
Taxiarchis Fountas,D.C. United,21,12,1
Tony Alfaro,D.C. United,17,0,0
Victor Palsson,D.C. United,0,0,0
