Name,Team,P,G,A
Alexander Callens,New York City FC,29,5,0
Alfredo Morales,New York City FC,23,0,2
Andres Jasson,New York City FC,15,0,1
Anton Tinnerholm,New York City FC,12,0,2
Chris Gloster,New York City FC,11,1,1
Gabriel Pereira,New York City FC,28,8,3
Gedion Zelalem,New York City FC,11,0,0
Héber,New York City FC,31,9,0
Justin Haak,New York City FC,17,0,0
Keaton Parks,New York City FC,20,2,1
Kevin O'Toole,New York City FC,5,0,0
Malte Amundsen,New York City FC,27,0,2
Matías Pellegrini,New York City FC,6,0,0
Maxi Morález,New York City FC,31,5,8
Maxime Chanot,New York City FC,23,1,1
Nicolás Acevedo,New York City FC,33,0,0
Samuel Kwaku Owusu,New York City FC,1,0,0
Santiago Rodríguez,New York City FC,34,4,15
Sean Johnson,New York City FC,36,0,0
Talles Magno,New York City FC,34,8,7
Tayvon Gray,New York City FC,26,0,1
Thiago,New York City FC,34,5,2
Thiago Martins,New York City FC,28,0,1
Valentín Castellanos,New York City FC,17,13,2
Vuk Latinovich,New York City FC,5,0,0
