Name,Team,P,G,A
Alexandre Pato,Orlando City SC,22,3,5
Andrés Perea,Orlando City SC,23,1,0
Antônio Carlos,Orlando City SC,22,0,1
Benji Michel,Orlando City SC,31,1,0
César Araujo,Orlando City SC,31,0,1
Ercan Kara,Orlando City SC,29,11,3
Facundo Torres,Orlando City SC,33,8,8
Iván Angulo,Orlando City SC,9,0,3
Jack Lynn,Orlando City SC,3,0,0
Jake Mulraney,Orlando City SC,25,1,0
Joao Moutinho,Orlando City SC,28,2,2
Júnior Urso,Orlando City SC,34,4,5
Kyle Smith,Orlando City SC,28,2,0
Mauricio Pereyra,Orlando City SC,32,1,7
Michael Halliday,Orlando City SC,6,0,0
Nicholas Gioacchini,Orlando City SC,6,0,0
Pedro Gallese,Orlando City SC,32,0,0
Robin Jansson,Orlando City SC,22,1,1
Rodrigo Schlegel,Orlando City SC,29,1,0
Ruan,Orlando City SC,31,2,1
Silvester van der Water,Orlando City SC,4,0,0
Tesho Akindele,Orlando City SC,27,3,0
Thomas Williams,Orlando City SC,4,0,0
Wilder Cartagena,Orlando City SC,7,0,0
