Name,Team,P,G,A
Adam Armour,Charlotte FC,5,1,0
Adilson Malanda,Charlotte FC,0,0,1
Alan Franco,Charlotte FC,10,0,1
Andre Shinyashiki,Charlotte FC,28,7,0
Anton Walkes,Charlotte FC,22,0,0
Ben Bender,Charlotte FC,28,3,6
Brandt Bronico,Charlotte FC,33,1,3
Christian Fuchs,Charlotte FC,25,3,0
Christian Makoun,Charlotte FC,20,0,0
Christian Ortiz,Charlotte FC,15,1,2
Daniel Ríos,Charlotte FC,26,7,1
Derrick Jones,Charlotte FC,15,1,0
Guzmán Corujo,Charlotte FC,25,1,0
Harrison Afful,Charlotte FC,20,0,0
Jaylin Lindsey,Charlotte FC,26,0,2
Jordy Alcivar,Charlotte FC,20,1,1
Joseph Mora,Charlotte FC,23,0,0
Kamil Jozwiak,Charlotte FC,18,0,3
Karol Swiderski,Charlotte FC,29,10,5
Kerwin Vargas,Charlotte FC,12,0,1
Kristijan Kahlina,Charlotte FC,31,0,1
McKinze Gaines,Charlotte FC,23,1,4
Nuno Santos,Charlotte FC,3,1,1
Quinn McNeill,Charlotte FC,11,1,1
Sergio Ruiz,Charlotte FC,18,1,3
Yordy Reyna,Charlotte FC,19,3,3
