Name,Team,P,G,A
Alan Velasco,FC Dallas,27,7,5
Benjamin Redzic,FC Dallas,6,0,0
Bernard Kamungo,FC Dallas,1,0,0
Brandon Servania,FC Dallas,25,2,3
Edwin Cerrillo,FC Dallas,32,0,0
Edwin Munjoma,FC Dallas,3,0,0
Ema Twumasi,FC Dallas,32,0,1
Facundo Quignón,FC Dallas,26,2,0
Franco Jara,FC Dallas,31,3,1
Jesús Ferreira,FC Dallas,34,18,5
Jimmy Maurer,FC Dallas,2,0,0
Joshué Quiñónez,FC Dallas,8,0,0
José Martínez,FC Dallas,32,0,1
Jáder Obrian,FC Dallas,31,2,2
Kalil ElMedkhar,FC Dallas,5,0,0
Lucas Bartlett,FC Dallas,0,0,0
Maarten Paes,FC Dallas,33,0,0
Marco Farfan,FC Dallas,33,1,4
Matt Hedges,FC Dallas,29,1,0
Nanu,FC Dallas,28,0,2
Nkosi Tafari,FC Dallas,26,0,0
Paul Arriola,FC Dallas,33,9,5
Paxton Pomykal,FC Dallas,34,0,3
Sebastian Lletget,FC Dallas,30,2,8
Tsiki Ntsabeleng,FC Dallas,27,1,0
