Name,Team,P,G,A
Aidan Morris,Columbus Crew,26,0,0
Alexandru Matan,Columbus Crew,6,0,0
Artur,Columbus Crew,23,0,0
Cucho Hernández,Columbus Crew,15,9,3
Darlington Nagbe,Columbus Crew,33,3,0
Derrick Etienne Jr.,Columbus Crew,32,8,6
Eloy Room,Columbus Crew,33,0,0
Erik Hurtado,Columbus Crew,13,3,0
Jacen Russell-Rowe,Columbus Crew,6,0,2
Jalil Anibaba,Columbus Crew,5,0,0
James Igbekeme,Columbus Crew,23,0,0
Jonathan Mensah,Columbus Crew,29,2,1
Josh Williams,Columbus Crew,23,0,1
Kevin Molino,Columbus Crew,10,1,2
Lucas Zelarayán,Columbus Crew,28,10,6
Luis Díaz,Columbus Crew,25,3,6
Milos Degenek,Columbus Crew,27,0,0
Mohamed Farsi,Columbus Crew,6,0,1
Pedro Santos,Columbus Crew,28,1,5
Sean Zawadzki,Columbus Crew,5,1,0
Steven Moreira,Columbus Crew,31,1,5
William Sands,Columbus Crew,12,0,1
Yaw Yeboah,Columbus Crew,19,0,1
