Name,Team,P,G,A
Andre Reynolds,Chicago Fire FC,12,0,0
Boris Sekulic,Chicago Fire FC,32,0,2
Brian Gutiérrez,Chicago Fire FC,32,2,6
Carlos Terán,Chicago Fire FC,21,1,0
Chinonso Offor,Chicago Fire FC,7,1,0
Chris Mueller,Chicago Fire FC,23,4,5
Fabian Herbers,Chicago Fire FC,25,1,1
Federico Navarro,Chicago Fire FC,29,2,2
Gaga Slonina,Chicago Fire FC,32,0,0
Gastón Giménez,Chicago Fire FC,22,0,2
Jairo Torres,Chicago Fire FC,14,0,0
Javier Casas,Chicago Fire FC,5,0,0
Jhon Durán,Chicago Fire FC,26,8,3
Jhon Jairo Espinoza,Chicago Fire FC,18,0,0
Jonathan Bornstein,Chicago Fire FC,22,1,0
Kacper Przybylko,Chicago Fire FC,24,5,1
Kendall Burks,Chicago Fire FC,3,0,0
Mauricio Pineda,Chicago Fire FC,26,1,0
Miguel Navarro,Chicago Fire FC,24,0,2
Rafael Czichos,Chicago Fire FC,26,3,1
Spencer Richey,Chicago Fire FC,1,0,0
Stanislav Ivanov,Chicago Fire FC,14,1,0
Victor Bezerra,Chicago Fire FC,5,0,0
Wyatt Omsberg,Chicago Fire FC,14,1,0
Xherdan Shaqiri,Chicago Fire FC,28,7,6
