Name,Team,P,G,A
Aaron Herrera,Real Salt Lake,27,0,2
Anderson Julio,Real Salt Lake,19,3,1
Andrew Brody,Real Salt Lake,34,2,6
Bobby Wood,Real Salt Lake,14,3,1
Bode Hidalgo,Real Salt Lake,6,0,0
Braian Ojeda,Real Salt Lake,6,0,0
Bryan Oviedo,Real Salt Lake,6,0,0
Damir Kreilach,Real Salt Lake,5,1,0
Diego Luna,Real Salt Lake,13,0,0
Erik Holt,Real Salt Lake,10,0,0
Everton Luiz,Real Salt Lake,12,0,0
Jasper Löeffelsend,Real Salt Lake,30,1,4
Jefferson Savarino,Real Salt Lake,19,6,5
Johan Kappelhof,Real Salt Lake,6,1,0
Justen Glad,Real Salt Lake,26,3,0
Justin Meram,Real Salt Lake,32,3,6
Maikel Chang,Real Salt Lake,33,2,4
Marcelo Silva,Real Salt Lake,31,2,0
Nick Besler,Real Salt Lake,12,0,0
Pablo Ruiz,Real Salt Lake,29,2,5
Rubio Rubín,Real Salt Lake,23,0,0
Scott Caldwell,Real Salt Lake,27,0,0
Sergio Córdova,Real Salt Lake,33,11,1
Tate Schmitt,Real Salt Lake,15,2,0
Zac MacMath,Real Salt Lake,34,0,0
