Name,Team,P,G,A
Adam Saldaña,LA Galaxy,1,0,0
Chase Gasper,LA Galaxy,16,0,0
Daniel Aguirre,LA Galaxy,11,1,1
Dejan Joveljic,LA Galaxy,33,11,3
Derrick Williams,LA Galaxy,28,0,1
Douglas Costa,LA Galaxy,28,4,2
Efrain Álvarez,LA Galaxy,28,3,4
Eriq Zavaleta,LA Galaxy,4,0,0
Gastón Brugman,LA Galaxy,15,3,1
Javier Hernández,LA Galaxy,33,17,3
Jonathan Bond,LA Galaxy,35,0,0
Jonathan Pérez,LA Galaxy,1,0,0
Julián Araujo,LA Galaxy,34,1,6
Kelvin Leerdam,LA Galaxy,10,0,0
Kévin Cabral,LA Galaxy,34,1,3
Mark Delgado,LA Galaxy,30,2,3
Martín Cáceres,LA Galaxy,7,0,1
Nick DePuy,LA Galaxy,18,0,0
Raheem Edwards,LA Galaxy,31,1,3
Rayan Raveloson,LA Galaxy,22,3,2
Ricard Puig,LA Galaxy,11,2,6
Sacha Kljestan,LA Galaxy,21,1,2
Samuel Grandsir,LA Galaxy,34,4,5
Séga Coulibaly,LA Galaxy,28,1,0
Víctor Vázquez,LA Galaxy,26,2,4
