Name,Team,P,G,A
Alecko Eskandarian,Real Salt Lake,23,2,5
Andy Williams,Real Salt Lake,28,1,3
Atiba Harris,Real Salt Lake,21,0,1
Carey Talley,Real Salt Lake,26,3,0
Chris Brown,Real Salt Lake,36,5,0
Chris Lancos,Real Salt Lake,23,0,1
Chris Wingert,Real Salt Lake,25,0,2
Daniel Torres,Real Salt Lake,16,0,0
Eddie Pope,Real Salt Lake,27,1,0
Fabián Espíndola,Real Salt Lake,12,2,1
Freddy Adu,Real Salt Lake,12,1,3
Jack Stewart,Real Salt Lake,15,0,1
Jamie Watson,Real Salt Lake,28,0,0
Javier Moral,Real Salt Lake,7,1,2
Jean-Martial Kipre,Real Salt Lake,18,0,5
Kyle Beckerman,Real Salt Lake,28,3,0
Kyle Brown,Real Salt Lake,14,2,0
Matias Mantilla,Real Salt Lake,10,1,0
Nick Rimando,Real Salt Lake,27,0,0
Ritchie Kotschau,Real Salt Lake,21,0,0
Robbie Findley,Real Salt Lake,27,8,0
Willis Forko,Real Salt Lake,12,0,0
