Name,Team,P,G,A
Bouna Coundoul,Colorado Rapids,30,0,0
Brandon Prideaux,Colorado Rapids,21,0,0
Colin Clark,Colorado Rapids,16,2,1
Conor Casey,Colorado Rapids,17,2,5
Dan Gargan,Colorado Rapids,17,0,0
Daniel Wasson,Colorado Rapids,10,0,0
Facundo Erpen,Colorado Rapids,26,1,1
Herculez Gomez,Colorado Rapids,22,4,1
Jacob Peterson,Colorado Rapids,30,1,0
Jose Cancela,Colorado Rapids,15,1,0
Jovan Kirovski,Colorado Rapids,28,6,1
Mehdi Ballouchy,Colorado Rapids,23,1,1
Mike Petke,Colorado Rapids,24,1,0
Nico Colaluca,Colorado Rapids,5,0,0
Nicolas Hernandez,Colorado Rapids,23,1,1
Omar Cummings,Colorado Rapids,15,2,0
Pablo Mastroeni,Colorado Rapids,23,0,0
Roberto Brown,Colorado Rapids,20,3,0
Stephen Keel,Colorado Rapids,5,0,0
Terry Cooke,Colorado Rapids,30,0,10
Tony Sanneh,Colorado Rapids,8,0,0
Ugo Ihemelu,Colorado Rapids,25,1,0
