Name,Team,P,G,A
Carlos Mendes,Red Bull New York,23,0,0
Chris Leitch,Red Bull New York,13,0,0
Claudio Reyna,Red Bull New York,23,0,0
Clint Mathis,Red Bull New York,37,6,3
Dane Richards,Red Bull New York,31,2,14
Dave van den Bergh,Red Bull New York,35,2,15
Dema Kovalenko,Red Bull New York,23,2,1
Francis Doe,Red Bull New York,9,2,1
Graham Taylor,Red Bull New York,11,0,1
Hunter Freeman,Red Bull New York,18,1,1
Jeff Parke,Red Bull New York,32,0,0
Joe Vide,Red Bull New York,20,0,0
John Wolyniec,Red Bull New York,31,3,10
Jon Conway,Red Bull New York,16,0,0
Jozy Altidore,Red Bull New York,36,9,8
Juan Pablo Angel,Red Bull New York,26,19,2
Kevin Goldthwaite,Red Bull New York,19,1,2
Markus Schopp,Red Bull New York,6,0,3
Mike Magee,Red Bull New York,7,0,0
Ronald Waterreus,Red Bull New York,18,0,0
Sal Caccavale,Red Bull New York,1,1,0
Santino Quaranta,Red Bull New York,16,0,0
Seth Stammler,Red Bull New York,31,0,0
Sinisa Ubiparipovic,Red Bull New York,28,0,1
Tim Regan,Red Bull New York,0,0,0
