Name,Team,P,G,A
Aaron Hohlbein,Sporting Kansas City,5,0,0
Carlos Marinelli,Sporting Kansas City,28,1,20
Davy Arnaud,Sporting Kansas City,31,5,17
Eddie Johnson,Sporting Kansas City,27,14,5
Eloy Colombano,Sporting Kansas City,11,1,1
Eric Kronberg,Sporting Kansas City,0,0,0
Jack Jewsbury,Sporting Kansas City,31,2,4
Jimmy Conrad,Sporting Kansas City,28,0,0
Jose Burciaga Jr.,Sporting Kansas City,24,3,6
Kerry Zavagnin,Sporting Kansas City,32,3,3
Kevin Hartman,Sporting Kansas City,33,0,0
Kurt Morsink,Sporting Kansas City,44,0,0
Lance Watson,Sporting Kansas City,3,0,0
Michael Harrington,Sporting Kansas City,32,3,3
Michael Kraus,Sporting Kansas City,0,0,0
Nick Garcia,Sporting Kansas City,30,0,0
Ryan Pore,Sporting Kansas City,26,0,0
Ryan Raybould,Sporting Kansas City,20,0,1
Sasha Victorine,Sporting Kansas City,32,2,20
Scott Sealy,Sporting Kansas City,25,7,1
Tyson Wahl,Sporting Kansas City,9,0,0
Will John,Sporting Kansas City,4,0,0
Willy Guadarrama,Sporting Kansas City,0,0,0
