Name,Team,P,G,A
Alejandro Moreno,Columbus Crew,29,7,16
Andy Gruenebaum,Columbus Crew,10,0,0
Andy Herron,Columbus Crew,33,4,3
Brad Evans,Columbus Crew,4,0,0
Chad Marshall,Columbus Crew,15,2,0
Danny O'Rourke,Columbus Crew,27,0,0
Danny Szetela,Columbus Crew,7,0,0
Duncan Oughton,Columbus Crew,19,1,5
Eddie Gaven,Columbus Crew,44,5,6
Ezra Hendrickson,Columbus Crew,24,1,0
Frankie Hejduk,Columbus Crew,24,0,4
Guillermo Barros Schelotto,Columbus Crew,22,5,25
Jacob Thomas,Columbus Crew,10,1,0
Jason Garey,Columbus Crew,14,1,0
Jed Zayner,Columbus Crew,4,0,0
Kei Kamara,Columbus Crew,33,2,0
Marcos Gonzalez,Columbus Crew,27,1,1
Ned Grabavoy,Columbus Crew,28,3,5
Ricardo Virtuoso,Columbus Crew,8,0,1
Robbie Rogers,Columbus Crew,11,3,0
Rusty Pierce,Columbus Crew,22,0,0
Stefani Miglioranzi,Columbus Crew,25,3,2
Tim Ward,Columbus Crew,6,0,0
Will Hesmer,Columbus Crew,20,0,0
