Name,Team,P,G,A
Aaron Pitchkolan,FC Dallas,24,0,0
Abe Thompson,FC Dallas,36,5,13
Adrian Serioux,FC Dallas,12,0,0
Alexander Yi,FC Dallas,16,0,0
Arturo Álvarez,FC Dallas,30,4,14
Blake Wagner,FC Dallas,1,0,0
Bobby Rhine,FC Dallas,27,0,0
Carlos Ruiz,FC Dallas,25,8,10
Chris Gbandi,FC Dallas,26,1,1
Clarence Goodson,FC Dallas,28,2,2
Dario Sala,FC Dallas,20,0,0
David Wagenfuhr,FC Dallas,23,0,0
Dax McCarty,FC Dallas,28,1,7
Denilson,FC Dallas,9,1,0
Dominic Oduro,FC Dallas,35,2,2
Drew Moor,FC Dallas,30,2,0
Juan Toja,FC Dallas,29,6,0
Kenny Cooper,FC Dallas,17,4,5
Marcelo Saragosa,FC Dallas,13,0,1
Michael Dello-Russo,FC Dallas,1,0,0
Pablo Ricchetti,FC Dallas,21,0,5
Ray Burse,FC Dallas,7,0,0
Ricardinho,FC Dallas,8,0,0
Shaka Hislop,FC Dallas,6,0,0
