Name,Team,P,G,A
Abel Xavier,LA Galaxy,10,0,3
Alan Gordon,LA Galaxy,14,3,0
Ante Jazic,LA Galaxy,18,0,0
Carlos Pavon,LA Galaxy,18,3,0
Chris Klein,LA Galaxy,31,2,3
Cobi Jones,LA Galaxy,26,4,5
David Beckham,LA Galaxy,6,0,2
Edson Buddle,LA Galaxy,29,5,2
Gavin Glinton,LA Galaxy,23,4,0
Joe Cannon,LA Galaxy,29,0,0
Josh Tudela,LA Galaxy,9,0,0
Kevin Harmse,LA Galaxy,16,1,0
Kyle Martino,LA Galaxy,25,3,2
Kyle Veris,LA Galaxy,8,0,0
Landon Donovan,LA Galaxy,25,8,11
Mike Randolph,LA Galaxy,21,0,1
Peter Vagenas,LA Galaxy,26,0,2
Quavas Kirk,LA Galaxy,12,0,0
Troy Roberts,LA Galaxy,18,2,0
Ty Harden,LA Galaxy,24,0,0
