Name,Team,P,G,A
Adam Braz,Toronto FC,12,0,0
Andrea Lombardo,Toronto FC,26,0,1
Andrew Boyens,Toronto FC,23,1,0
Andy Welsh,Toronto FC,24,1,3
Carl Robinson,Toronto FC,26,2,6
Chris Pozniak,Toronto FC,26,0,2
Collin Samuel,Toronto FC,18,3,0
Daniele Dichio,Toronto FC,19,6,5
Gabe Gala,Toronto FC,7,0,0
Greg Sutton,Toronto FC,8,0,0
Jeff Cunningham,Toronto FC,24,6,1
Jim Brennan,Toronto FC,27,1,0
Joey Melo,Toronto FC,7,0,0
Kenny Stamatopoulos,Toronto FC,11,0,0
Marco Reda,Toronto FC,9,0,0
Marvell Wynne,Toronto FC,24,0,7
Maurice Edu,Toronto FC,25,4,1
Miguel Canizalez,Toronto FC,12,1,0
Ronnie O'Brien,Toronto FC,13,0,12
Srdjan Djekanovic,Toronto FC,11,0,0
Todd Dunivant,Toronto FC,25,0,0
Tyrone Marshall,Toronto FC,24,1,0
