Rk,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
34,Aaron Dell,SJ,33,G,38,0,2,2,16,,0,0,0,0.0,0.053,0.053,,
18,Adam Raska,SJ,21,F,54,4,7,11,121,-6.0,0,0,0,0.074,0.13,0.204,57.0,7.0%
1,Andrew Agozzino,SJ,31,F,63,26,35,61,72,-2.0,6,2,3,0.413,0.556,0.968,149.0,17.5%
31,Anthony Vincent,SJ,25,F,14,0,2,2,12,-5.0,0,0,0,0.0,0.143,0.143,19.0,0.0%
7,Artemi Knyazev,SJ,21,D,61,5,23,28,32,5.0,0,1,2,0.082,0.377,0.459,127.0,3.9%
38,Arvid Henrikson,SJ,24,D,1,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
40,Billy Constantinou,SJ,21,D,3,0,0,0,4,-2.0,0,0,0,0.0,0.0,0.0,2.0,0.0%
12,Brandon Coe,SJ,21,F,56,5,11,16,18,-20.0,0,0,0,0.089,0.196,0.286,42.0,11.9%
9,C.J. Suess,SJ,28,F,46,10,12,22,43,3.0,2,0,3,0.217,0.261,0.478,59.0,17.0%
39,Chase Gresock,SJ,24,F,2,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0%
41,Connor MacEachern,SJ,23,F,4,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,7.0,0.0%
2,Daniil Gushchin,SJ,20,F,67,22,23,45,24,-18.0,7,0,4,0.328,0.343,0.672,203.0,10.8%
21,Darren Brady,SJ,26,D,50,3,6,9,33,5.0,0,0,0,0.06,0.12,0.18,51.0,5.9%
8,Derrick Pouliot,SJ,28,D,37,4,21,25,46,-14.0,3,0,2,0.108,0.568,0.676,72.0,5.6%
36,Eetu M�kiniemi,SJ,23,G,22,0,1,1,0,,0,0,0,0.0,0.045,0.045,,
28,Ethan Frisch,SJ,22,D,7,0,2,2,0,0.0,0,0,0,0.0,0.286,0.286,11.0,0.0%
24,Jacob Peterson,SJ,23,F,8,1,5,6,4,-5.0,0,0,0,0.125,0.625,0.75,25.0,4.0%
30,Jalen Smereck,SJ,25,D,10,0,2,2,9,1.0,0,0,0,0.0,0.2,0.2,9.0,0.0%
23,Jasper Weatherby,SJ,24,F,39,3,3,6,39,-7.0,0,0,1,0.077,0.077,0.154,75.0,4.0%
6,Jeffrey Viel,SJ,25,F,60,15,16,31,150,2.0,2,2,0,0.25,0.267,0.517,137.0,11.0%
10,Kyle Criscuolo,SJ,30,F,32,12,7,19,16,-2.0,4,0,2,0.375,0.219,0.594,90.0,13.3%
11,Luke Johnson,SJ,28,F,67,10,8,18,55,-26.0,1,1,1,0.149,0.119,0.269,89.0,11.2%
14,Martin Kaut,SJ,23,F,19,3,11,14,8,-7.0,0,0,1,0.158,0.579,0.737,63.0,4.8%
22,Maximilian Veronneau,SJ,27,F,31,1,8,9,4,-9.0,0,0,0,0.032,0.258,0.29,38.0,2.6%
19,Montana Onyebuchi,SJ,22,D,35,3,7,10,73,-4.0,0,0,0,0.086,0.2,0.286,33.0,9.1%
25,Nathan Burke,SJ,24,F,10,3,2,5,8,0.0,0,0,1,0.3,0.2,0.5,16.0,18.8%
27,Nick Cicek,SJ,22,D,37,1,2,3,38,-19.0,0,0,1,0.027,0.054,0.081,36.0,2.8%
32,Nikolai Knyzhov,SJ,24,D,19,0,2,2,7,-6.0,0,0,0,0.0,0.105,0.105,17.0,0.0%
13,Ozzy Wiesblatt,SJ,20,F,45,6,9,15,30,6.0,0,0,0,0.133,0.2,0.333,43.0,14.0%
33,Patrick Holway,SJ,26,D,27,0,2,2,30,-9.0,0,0,0,0.0,0.074,0.074,23.0,0.0%
42,Patrick McGrath,SJ,29,F,5,0,0,0,42,-2.0,0,0,0,0.0,0.0,0.0,1.0,0.0%
15,Patrick Sieloff,SJ,28,D,71,1,13,14,77,10.0,0,0,1,0.014,0.183,0.197,81.0,1.2%
43,Roman Kinal,SJ,24,D,6,0,0,0,6,-8.0,0,0,0,0.0,0.0,0.0,3.0,0.0%
16,Ryan Merkley,SJ,22,D,30,0,14,14,26,-8.0,0,0,0,0.0,0.467,0.467,46.0,0.0%
29,Santeri Hatakka,SJ,21,D,8,0,2,2,2,-1.0,0,0,0,0.0,0.25,0.25,7.0,0.0%
35,Scott Harrington,SJ,29,D,5,0,1,1,8,-2.0,0,0,0,0.0,0.2,0.2,12.0,0.0%
17,Scott Reedy,SJ,23,F,38,5,8,13,12,-15.0,3,0,1,0.132,0.211,0.342,55.0,9.1%
20,Shakir Mukhamadullin,SJ,20,D,12,1,9,10,6,1.0,0,0,0,0.083,0.75,0.833,13.0,7.7%
44,Strauss Mann,SJ,24,G,20,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
3,Thomas Bordeleau,SJ,20,F,65,22,19,41,24,-18.0,9,0,2,0.338,0.292,0.631,160.0,13.8%
5,Tristen Robins,SJ,21,F,64,17,21,38,16,-13.0,7,1,1,0.266,0.328,0.594,137.0,12.4%
37,Tyler Bird,SJ,26,F,1,0,0,0,0,-2.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
4,William Eklund,SJ,20,F,54,17,24,41,43,-12.0,9,0,2,0.315,0.444,0.759,126.0,13.5%
26,William Riedell,SJ,26,D,32,2,3,5,48,-3.0,0,0,0,0.063,0.094,0.156,36.0,5.6%
