Name,Team,P,G,A
Andreas Maxsø,Colorado Rapids,33,2,0
Andrew Gutman,Colorado Rapids,30,4,5
Brian Galván,Colorado Rapids,20,1,0
Calvin Harris,Colorado Rapids,18,1,3
Cole Bassett,Colorado Rapids,25,6,1
Connor Ronan,Colorado Rapids,34,1,11
Daniel Leyva,Colorado Rapids,19,0,0
Danny Wilson,Colorado Rapids,29,1,1
Darren Yapi,Colorado Rapids,20,0,1
Diego Rubio,Colorado Rapids,16,3,4
Jonathan Lewis,Colorado Rapids,26,1,0
Keegan Rosenberry,Colorado Rapids,26,0,0
Kévin Cabral,Colorado Rapids,27,2,1
Lalas Abubakar,Colorado Rapids,26,2,0
Marko Ilic,Colorado Rapids,13,0,0
Max,Colorado Rapids,10,1,0
Moïse Bombito,Colorado Rapids,11,0,1
Rafael Navarro,Colorado Rapids,10,1,1
Ralph Priso-Mbongue,Colorado Rapids,26,0,2
Sam Nicholson,Colorado Rapids,22,1,1
Steven Beitashour,Colorado Rapids,12,0,0
William Yarbrough,Colorado Rapids,20,0,0
