Name,Team,P,G,A
Aimé Mabika,Toronto FC,21,0,0
Alonso Coello,Toronto FC,21,0,1
Brandon Servania,Toronto FC,28,1,1
C.J. Sapong,Toronto FC,28,1,0
Cristián Gutiérrez,Toronto FC,0,0,1
Deandre Kerr,Toronto FC,23,5,1
Federico Bernardeschi,Toronto FC,31,5,4
Franco Ibarra,Toronto FC,24,0,0
Hugo Mbongue,Toronto FC,11,0,0
Jahkeele Marshall-Rutty,Toronto FC,22,0,1
Jonathan Osorio,Toronto FC,21,4,6
Kobe Franklin,Toronto FC,27,0,1
Kosi Thompson,Toronto FC,14,1,0
Lorenzo Insigne,Toronto FC,20,4,5
Michael Bradley,Toronto FC,17,1,1
Raoul Petretta,Toronto FC,24,0,2
Sean Johnson,Toronto FC,20,0,0
Shane O'Neill,Toronto FC,14,0,0
Sigurd Rosted,Toronto FC,21,0,0
Themi Antonoglou,Toronto FC,11,0,0
Tomas Romero,Toronto FC,6,0,0
Víctor Vázquez,Toronto FC,12,0,0
