Name,Team,P,G,A
Arnaud Souquet,Chicago Fire FC,25,0,3
Brian Gutiérrez,Chicago Fire FC,32,2,10
Carlos Terán,Chicago Fire FC,24,1,0
Chris Brady,Chicago Fire FC,30,0,0
Chris Mueller,Chicago Fire FC,10,2,2
Daniel Aceves,Chicago Fire FC,20,0,0
Fabian Herbers,Chicago Fire FC,32,4,3
Federico Navarro,Chicago Fire FC,16,0,0
Gastón Giménez,Chicago Fire FC,31,1,2
Georgios Koutsias,Chicago Fire FC,26,3,2
Jairo Torres,Chicago Fire FC,22,0,1
Javier Casas,Chicago Fire FC,3,0,1
Jonathan Dean,Chicago Fire FC,22,0,2
Kacper Przybylko,Chicago Fire FC,25,4,2
Kei Kamara,Chicago Fire FC,27,5,2
Kendall Burks,Chicago Fire FC,9,0,0
Maren Haile-Selassie,Chicago Fire FC,32,6,4
Mauricio Pineda,Chicago Fire FC,24,1,0
Miguel Navarro,Chicago Fire FC,25,0,4
Missael Rodriguez,Chicago Fire FC,1,0,0
Ousmane Doumbia,Chicago Fire FC,11,0,2
Rafael Czichos,Chicago Fire FC,32,2,0
Spencer Richey,Chicago Fire FC,5,0,0
Wyatt Omsberg,Chicago Fire FC,11,0,0
Xherdan Shaqiri,Chicago Fire FC,28,5,5
