Name,Team,P,G,A
Anderson Julio,Real Salt Lake,31,5,1
Andres Gomez,Real Salt Lake,33,1,7
Andrew Brody,Real Salt Lake,31,0,4
Bertin Jacquesson,Real Salt Lake,10,0,1
Bode Hidalgo,Real Salt Lake,24,0,1
Braian Ojeda,Real Salt Lake,33,0,5
Brayan Vera,Real Salt Lake,27,3,2
Bryan Oviedo,Real Salt Lake,28,0,5
Cristian Arango,Real Salt Lake,13,6,2
Damir Kreilach,Real Salt Lake,28,4,1
Daniel Musovski,Real Salt Lake,26,5,4
Diego Luna,Real Salt Lake,26,7,3
Emeka Eneli,Real Salt Lake,23,0,0
Gavin Beavers,Real Salt Lake,7,0,0
Jasper Löeffelsend,Real Salt Lake,22,1,2
Jefferson Savarino,Real Salt Lake,27,8,6
Justen Glad,Real Salt Lake,34,5,0
Maikel Chang,Real Salt Lake,23,0,4
Marcelo Silva,Real Salt Lake,16,0,0
Nelson Palacio,Real Salt Lake,13,0,1
Pablo Ruiz,Real Salt Lake,17,4,6
Rubio Rubín,Real Salt Lake,24,2,2
Scott Caldwell,Real Salt Lake,4,0,0
Zac MacMath,Real Salt Lake,31,0,0
