Name,Team,P,G,A
Alessandro Schöpf,Vancouver Whitecaps,30,1,1
Ali Ahmed,Vancouver Whitecaps,24,2,2
Andrés Cubas,Vancouver Whitecaps,30,0,4
Brian White,Vancouver Whitecaps,34,16,5
Deiber Caicedo,Vancouver Whitecaps,15,0,1
Javain Brown,Vancouver Whitecaps,26,1,2
Jean-Claude Ngando,Vancouver Whitecaps,8,0,0
Junior Hoilett,Vancouver Whitecaps,9,0,0
Levonte Johnson,Vancouver Whitecaps,8,0,0
Luís Martins,Vancouver Whitecaps,21,0,2
Mathías Laborda,Vancouver Whitecaps,24,1,0
Pedro Vite,Vancouver Whitecaps,36,4,3
Ranko Veselinovic,Vancouver Whitecaps,34,2,2
Richie Laryea,Vancouver Whitecaps,32,3,6
Russell Teibert,Vancouver Whitecaps,7,0,0
Ryan Gauld,Vancouver Whitecaps,34,11,14
Ryan Raposo,Vancouver Whitecaps,27,0,2
Sam Adekugbe,Vancouver Whitecaps,12,1,1
Sebastian Berhalter,Vancouver Whitecaps,29,2,2
Sergio Córdova,Vancouver Whitecaps,19,2,1
Simon Becher,Vancouver Whitecaps,20,4,1
Tristan Blackmon,Vancouver Whitecaps,32,2,0
Yohei Takaoka,Vancouver Whitecaps,35,0,1
