Name,Team,P,G,A
Alan Pulido,Sporting Kansas City,32,14,6
Andreu Fontàs,Sporting Kansas City,32,0,1
Dany Rosero,Sporting Kansas City,30,2,0
Dániel Sallói,Sporting Kansas City,38,9,12
Erik Thommy,Sporting Kansas City,38,5,11
Felipe Gutiérrez,Sporting Kansas City,8,0,0
Felipe Hernàndez,Sporting Kansas City,11,1,0
Gadi Kinda,Sporting Kansas City,24,4,7
Graham Zusi,Sporting Kansas City,15,0,1
Jacob Davis,Sporting Kansas City,30,0,2
John Pulskamp,Sporting Kansas City,5,0,0
Johnny Russell,Sporting Kansas City,28,8,4
Kendall McIntosh,Sporting Kansas City,14,0,0
Khiry Shelton,Sporting Kansas City,26,1,1
Logan Ndenbe,Sporting Kansas City,24,2,2
Marinos Tzionis,Sporting Kansas City,21,0,1
Nemanja Radoja,Sporting Kansas City,29,0,4
Robert Castellanos,Sporting Kansas City,13,1,0
Robert Voloder,Sporting Kansas City,14,0,1
Roger Espinoza,Sporting Kansas City,26,0,2
Rémi Walter,Sporting Kansas City,37,3,4
Tim Leibold,Sporting Kansas City,18,0,3
Tim Melia,Sporting Kansas City,20,0,0
William Agada,Sporting Kansas City,15,3,0
