Name,Team,P,G,A
Andrés Reyes,Red Bull New York,32,2,0
Cameron Harper,Red Bull New York,34,2,2
Carlos Coronel,Red Bull New York,37,0,0
Cory Burke,Red Bull New York,23,2,0
Cristian Cásseres Jr.,Red Bull New York,17,1,2
Daniel Edelman,Red Bull New York,25,1,3
Dante Vanzeir,Red Bull New York,19,2,1
Dru Yearwood,Red Bull New York,22,0,0
Dylan Nealis,Red Bull New York,22,0,0
Elias Manoel,Red Bull New York,31,6,5
Frankie Amaya,Red Bull New York,28,5,5
Hassan Ndam,Red Bull New York,15,0,0
John Tolkin,Red Bull New York,30,4,8
Jorge Cabezas,Red Bull New York,5,0,0
Kyle Duncan,Red Bull New York,28,0,4
Lewis Morgan,Red Bull New York,5,0,0
Luquinhas,Red Bull New York,29,3,6
Omir Fernández,Red Bull New York,33,6,4
O’Vonte Mullings,Red Bull New York,2,0,0
Peter Stroud,Red Bull New York,28,0,0
Ronald Donkor,Red Bull New York,3,0,1
Sean Nealis,Red Bull New York,34,1,1
Serge Ngoma,Red Bull New York,2,0,0
Tom Barlow,Red Bull New York,37,5,2
Wikelman Carmona,Red Bull New York,18,1,0
