Name,Team,P,G,A
Alex Muyl,Nashville SC,34,1,3
Aníbal Godoy,Nashville SC,25,0,1
Ben Martino,Nashville SC,0,0,0
Daniel Lovitz,Nashville SC,34,0,5
Dax McCarty,Nashville SC,28,1,3
Elliot Panicco,Nashville SC,2,0,0
Ethan Zubak,Nashville SC,9,0,0
Fafà Picault,Nashville SC,29,5,1
Hany Mukhtar,Nashville SC,36,15,11
Jack Maher,Nashville SC,33,1,0
Jacob Shaffelburg,Nashville SC,30,3,1
Joe Willis,Nashville SC,34,0,0
Josh Bauer,Nashville SC,10,0,0
Lukas MacNaughton,Nashville SC,19,1,0
Luke Haakenson,Nashville SC,14,0,0
Randall Leal,Nashville SC,21,3,0
Sam Surridge,Nashville SC,11,2,0
Sean Davis,Nashville SC,34,0,1
Shaq Moore,Nashville SC,34,0,5
Tah Anunga,Nashville SC,17,0,0
Taylor Washington,Nashville SC,22,1,0
Teal Bunbury,Nashville SC,33,3,1
Walker Zimmerman,Nashville SC,26,2,1
