Name,Team,P,G,A
Aljaz Ivacic,Portland Timbers,15,0,0
Antony,Portland Timbers,9,1,0
Bryan Acosta,Portland Timbers,21,0,2
Claudio Bravo,Portland Timbers,29,2,5
Cristhian Paredes,Portland Timbers,28,2,3
Dairon Asprilla,Portland Timbers,26,5,5
Dario Zuparic,Portland Timbers,31,1,1
David Bingham,Portland Timbers,19,0,0
Diego Chará,Portland Timbers,29,0,4
Diego Gutiérrez,Portland Timbers,9,0,1
Eric Miller,Portland Timbers,21,0,1
Eryk Williamson,Portland Timbers,6,0,2
Evander,Portland Timbers,27,9,5
Felipe Mora,Portland Timbers,15,6,2
Franck Boli,Portland Timbers,29,7,2
Jaroslaw Niezgoda,Portland Timbers,20,1,0
Juan Mosquera,Portland Timbers,29,2,6
Larrys Mabiala,Portland Timbers,21,1,0
Marvin Loría,Portland Timbers,17,0,1
Nathan Fogaça,Portland Timbers,16,1,2
Noel Caliskan,Portland Timbers,0,0,1
Santiago Moreno,Portland Timbers,31,3,9
Sebastián Blanco,Portland Timbers,17,1,1
Tega Ikoba,Portland Timbers,4,1,0
Yimmi Chará,Portland Timbers,17,1,5
Zac McGraw,Portland Timbers,28,1,1
