Name,Team,P,G,A
Aaron Long,LAFC,25,0,1
Carlos Vela,LAFC,39,9,13
Cristian Olivera,LAFC,15,2,0
Daniel Crisostomo,LAFC,6,0,0
Denil Maldonado,LAFC,21,1,1
Denis Bouanga,LAFC,36,25,7
Diego Palacios,LAFC,34,0,3
Eldin Jakupovic,LAFC,2,0,0
Erik Dueñas,LAFC,18,0,1
Filip Yavorov Krastev,LAFC,10,1,0
Giorgio Chiellini,LAFC,25,1,2
Ilie Sánchez,LAFC,39,1,3
Jesús Murillo,LAFC,24,1,0
John McCarthy,LAFC,25,0,0
José Cifuentes,LAFC,19,1,4
Kellyn Acosta,LAFC,29,0,0
Mario González,LAFC,11,1,1
Mateusz Bogusz,LAFC,33,3,7
Maxime Crépeau,LAFC,12,0,0
Nathan Ordaz,LAFC,19,0,1
Ryan Hollingshead,LAFC,37,7,1
Sergi Palencia,LAFC,25,0,2
Stipe Biuk,LAFC,30,3,1
Timothy Tillman,LAFC,30,4,2
