Name,Team,P,G,A
Ayo Akinola,San Jose Earthquakes,21,0,0
Benjamin Kikanovic,San Jose Earthquakes,24,1,0
Cade Cowell,San Jose Earthquakes,24,1,3
Cameron Cilley,San Jose Earthquakes,2,0,0
Carlos Akapo,San Jose Earthquakes,29,2,4
Carlos Gruezo,San Jose Earthquakes,29,0,3
Cristian Espinoza,San Jose Earthquakes,35,13,13
Daniel,San Jose Earthquakes,23,0,0
Daniel Munie,San Jose Earthquakes,3,0,0
Jack Skahan,San Jose Earthquakes,10,1,1
Jackson Yueill,San Jose Earthquakes,32,1,5
Jamiro Monteiro,San Jose Earthquakes,29,1,5
Jeremy Ebobisse,San Jose Earthquakes,35,10,4
Jonathan Mensah,San Jose Earthquakes,27,0,0
JT Marcinkowski,San Jose Earthquakes,13,0,0
Judson,San Jose Earthquakes,17,0,0
Matthew Hoppe,San Jose Earthquakes,8,2,0
Michael Baldisimo,San Jose Earthquakes,10,0,0
Miguel Trauco,San Jose Earthquakes,28,3,0
Niko Tsakiris,San Jose Earthquakes,16,0,0
Ousseni Bouda,San Jose Earthquakes,15,1,0
Paul Marie,San Jose Earthquakes,34,1,1
Rodrigues,San Jose Earthquakes,35,1,2
Tanner Beason,San Jose Earthquakes,23,0,1
Tommy Thompson,San Jose Earthquakes,19,0,0
