Name,Team,P,G,A
Alan Velasco,FC Dallas,29,4,4
Asier Illarramendi,FC Dallas,14,0,1
Bernard Kamungo,FC Dallas,19,6,1
Dante Sealy,FC Dallas,13,0,0
Ema Twumasi,FC Dallas,26,1,2
Eugene Ansah,FC Dallas,11,1,0
Facundo Quignón,FC Dallas,29,1,3
Geovane Jesus,FC Dallas,19,0,2
Herbert Endeley,FC Dallas,8,0,0
Jesús Ferreira,FC Dallas,29,13,7
Jesús Jiménez,FC Dallas,23,0,3
José Martínez,FC Dallas,22,1,2
José Mulato,FC Dallas,7,0,0
Jáder Obrian,FC Dallas,32,7,5
Liam Fraser,FC Dallas,10,0,0
Maarten Paes,FC Dallas,33,0,0
Marco Farfan,FC Dallas,34,1,3
Nkosi Tafari,FC Dallas,33,3,4
Paul Arriola,FC Dallas,25,3,4
Paxton Pomykal,FC Dallas,27,0,4
Samuel Junqua,FC Dallas,25,2,0
Sebastian Lletget,FC Dallas,20,0,3
Sebastien Ibeagha,FC Dallas,34,1,1
Tsiki Ntsabeleng,FC Dallas,16,0,4
