Name,Team,P,G,A
Alejandro Bedoya,Philadelphia Union,31,0,7
Andre Blake,Philadelphia Union,30,0,1
Chris Donovan,Philadelphia Union,21,2,1
Damion Lowe,Philadelphia Union,20,2,0
Dániel Gazdag,Philadelphia Union,35,15,11
Jack Elliott,Philadelphia Union,35,0,1
Jack McGlynn,Philadelphia Union,30,2,3
Jakob Glesnes,Philadelphia Union,31,2,0
Jeremy Rafanello,Philadelphia Union,1,0,0
Jesús Bueno,Philadelphia Union,26,0,0
Joaquín Torres,Philadelphia Union,14,1,1
Joe Bendik,Philadelphia Union,8,0,0
José Andrés Martínez,Philadelphia Union,27,3,3
Julián Carranza,Philadelphia Union,33,14,6
Kai Wagner,Philadelphia Union,29,1,8
Leon Flach,Philadelphia Union,27,1,2
Matthew Real,Philadelphia Union,13,0,1
Mikkel Uhre,Philadelphia Union,36,10,4
Nathan Harriel,Philadelphia Union,28,2,0
Olivier Mbaizo,Philadelphia Union,26,0,1
Olwethu Makhanya,Philadelphia Union,0,0,0
Quinn Sullivan,Philadelphia Union,25,2,2
Richard Odada,Philadelphia Union,0,0,0
Tai Baribo,Philadelphia Union,5,0,0
