Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Agustín Ramírez,23.0,MIA,NL,-0.4,136.0,585.0,537.0,72.0,124.0,33.0,1.0,21.0,67.0,16.0,3.0,36.0,113.0,0.231,0.287,0.413,0.701,92.0,0.31,89.0,222.0,13.0,8.0,0.0,4.0,2.0,2D/H,ROY-6
Brian Navarreto,30.0,MIA,NL,0.2,8.0,15.0,14.0,3.0,4.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.286,0.267,0.643,0.91,142.0,0.362,128.0,9.0,0.0,0.0,0.0,1.0,0.0,/2,
Connor Norby,25.0,MIA,NL,0.7,88.0,337.0,311.0,42.0,78.0,17.0,1.0,8.0,34.0,8.0,2.0,18.0,90.0,0.251,0.3,0.389,0.689,90.0,0.317,95.0,121.0,3.0,5.0,0.0,3.0,0.0,5/HD,
Dane Myers,29.0,MIA,NL,-0.1,106.0,333.0,307.0,29.0,72.0,10.0,0.0,6.0,31.0,18.0,5.0,23.0,77.0,0.235,0.291,0.326,0.617,71.0,0.284,69.0,100.0,12.0,2.0,0.0,1.0,0.0,89H7/D,
Derek Hill,29.0,MIA,NL,0.8,53.0,141.0,127.0,19.0,27.0,6.0,0.0,3.0,10.0,7.0,0.0,9.0,46.0,0.213,0.275,0.331,0.606,68.0,0.285,64.0,42.0,3.0,2.0,3.0,0.0,0.0,8/HD,
Eric Wagaman,27.0,MIA,NL,-0.4,140.0,514.0,476.0,56.0,119.0,28.0,3.0,9.0,53.0,4.0,1.0,32.0,100.0,0.25,0.296,0.378,0.674,86.0,0.303,86.0,180.0,11.0,1.0,0.0,5.0,0.0,*37HD/59,
Graham Pauley*,24.0,MIA,NL,0.7,62.0,184.0,161.0,18.0,36.0,9.0,1.0,4.0,11.0,2.0,0.0,21.0,36.0,0.224,0.311,0.366,0.678,88.0,0.303,85.0,59.0,1.0,0.0,1.0,1.0,0.0,5/438,
Griffin Conine*,27.0,MIA,NL,0.1,24.0,86.0,79.0,13.0,20.0,7.0,0.0,2.0,8.0,0.0,1.0,7.0,25.0,0.253,0.314,0.418,0.732,101.0,0.325,107.0,33.0,0.0,0.0,0.0,0.0,0.0,7/9DH,
Heriberto Hernández,25.0,MIA,NL,0.9,87.0,294.0,256.0,40.0,68.0,12.0,1.0,10.0,45.0,1.0,1.0,31.0,77.0,0.266,0.347,0.438,0.784,116.0,0.344,117.0,112.0,6.0,3.0,0.0,4.0,0.0,7D9H,ROY-13
Jack Winkler,26.0,MIA,NL,-0.2,14.0,16.0,16.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.25,0.25,0.375,0.625,71.0,0.284,63.0,6.0,0.0,0.0,0.0,0.0,0.0,/4H365,
Jakob Marsee*,24.0,MIA,NL,1.9,55.0,234.0,209.0,28.0,61.0,18.0,3.0,5.0,33.0,14.0,6.0,22.0,48.0,0.292,0.363,0.478,0.842,132.0,0.365,130.0,100.0,2.0,2.0,0.0,1.0,0.0,87/9H,ROY-8
Javier Sanoja,22.0,MIA,NL,1.5,118.0,342.0,313.0,40.0,76.0,22.0,4.0,6.0,38.0,6.0,5.0,19.0,41.0,0.243,0.287,0.396,0.683,87.0,0.307,92.0,124.0,2.0,2.0,4.0,4.0,0.0,574H86/13D,GG
Jesús Sánchez*,27.0,MIA,NL,1.1,86.0,337.0,305.0,40.0,78.0,12.0,4.0,10.0,36.0,9.0,2.0,29.0,70.0,0.256,0.32,0.42,0.74,104.0,0.328,102.0,128.0,8.0,1.0,0.0,2.0,1.0,9H8/D7,
Joey Wiemer,26.0,MIA,NL,0.4,27.0,61.0,55.0,7.0,13.0,2.0,0.0,3.0,12.0,0.0,0.0,2.0,23.0,0.236,0.279,0.436,0.715,95.0,0.297,82.0,24.0,0.0,2.0,0.0,2.0,1.0,9/H7,
Jonah Bride,29.0,MIA,NL,-0.4,12.0,45.0,40.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,15.0,0.1,0.2,0.1,0.3,-13.0,0.161,-16.0,4.0,0.0,0.0,0.0,0.0,1.0,/D35H,
Kyle Stowers*,27.0,MIA,NL,3.6,117.0,457.0,399.0,61.0,115.0,21.0,3.0,25.0,73.0,5.0,1.0,48.0,125.0,0.288,0.368,0.544,0.912,149.0,0.391,148.0,217.0,6.0,5.0,1.0,4.0,3.0,79H8/D,AS
