Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adrian Kempe,LA,RW,82,15,18,33,-17.0,22,16:49,2,4,148,10.1,,,,,,3,0,0.0
Alec Martinez,LA,D,45,5,13,18,-4.0,22,14:08,1,1,56,8.9,,,,,,0,0,0.0
Alex Iafallo,LA,LW,76,13,20,33,-20.0,42,18:09,5,8,174,7.5,,,,,,0,0,0.0
Austin Wagner,LA,LW,81,12,16,28,-10.0,50,14:30,0,4,118,10.2,,,,,,5,1,20.0
Blake Lizotte,LA,C,7,0,0,0,-1.0,0,8:44,0,0,3,0.0,,,,,,0,0,0.0
Brendan Leipsic LW *,LA,,50,4,17,21,10.0,33,21:31,0,2,78,5.1,,,,,,0,0,0.0
Carl Grundstrom,LA,RW,67,1,5,6,-21.0,53,14:59,0,0,80,1.3,,,,,,0,0,0.0
Carl Hagelin LW *,LA,,33,2,3,5,0.0,12,13:13,0,0,33,6.1,,,,,,0,0,0.0
Daniel Brickley,LA,D,11,0,1,1,-1.0,11,9:20,0,0,5,0.0,,,,,,0,0,0.0
Derek Forbort,LA,D,60,4,14,18,-2.0,8,21:21,0,2,78,5.1,,,,,,0,0,0.0
Dion Phaneuf,LA,D,25,2,4,6,-1.0,8,17:07,0,0,34,5.9,,,,,,0,0,0.0
Drew Doughty,LA,D,72,22,29,51,-17.0,24,20:24,9,3,180,12.2,,,,,,3,0,0.0
Dustin Brown,LA,RW,81,22,38,60,-20.0,30,22:18,1,18,156,14.1,,,,,,7,3,42.9
Ilya Kovalchuk,LA,LW,82,8,37,45,-34.0,44,26:35,7,17,154,5.2,,,,,,0,0,0.0
Jake Muzzin D *,LA,,72,11,10,21,4.0,96,10:29,1,0,115,9.6,,,,,,0,0,0.0
Jaret Anderson-Dolan,LA,C,8,1,0,1,-4.0,2,10:10,0,0,12,8.3,,,,,,0,0,0.0
Jeff Carter,LA,C,82,13,21,34,-16.0,23,17:12,3,2,226,5.8,,,,,,1,1,100.0
Jonny Brodzinski,LA,C,22,1,4,5,-2.0,8,14:01,0,0,36,2.8,,,,,,0,0,0.0
Kurtis MacDermid,LA,LW,46,2,1,3,-2.0,10,16:03,0,0,54,3.7,,,,,,0,0,0.0
Kyle Clifford,LA,LW,62,12,9,21,2.0,16,8:55,0,0,67,17.9,,,,,,0,0,0.0
Matt Luff,LA,RW,44,3,9,12,-9.0,9,14:01,0,0,87,3.4,,,,,,0,0,0.0
Matt Roy,LA,D,53,4,2,6,3.0,17,12:55,0,0,35,11.4,,,,,,0,0,0.0
Michael Amadio,LA,RW,81,2,12,14,-13.0,52,20:44,0,0,75,2.7,,,,,,0,0,0.0
Nate Thompson C *,LA,,39,3,7,10,-8.0,8,15:25,1,0,55,5.5,,,,,,0,0,0.0
Nikita Scherbak,LA,LW,17,0,1,1,-9.0,8,13:30,0,0,24,0.0,,,,,,0,0,0.0
Oscar Fantenberg D *,LA,,13,2,1,3,0.0,2,9:55,0,0,17,11.8,,,,,,0,0,0.0
Paul LaDue,LA,D,15,5,1,6,-4.0,6,14:58,0,1,26,19.2,,,,,,0,0,0.0
Sean Walker,LA,D,33,8,3,11,-2.0,9,11:06,1,0,45,17.8,,,,,,0,0,0.0
Sheldon Rempal,LA,RW,5,0,1,1,-2.0,0,11:36,0,0,6,0.0,,,,,,0,0,0.0
Tanner Pearson LW *,LA,,4,0,1,1,-2.0,0,12:48,0,0,2,0.0,,,,,,0,0,0.0
Total,LA,,1,0,0,0,-1.0,0,11:12,0,0,1,0.0,,,,,,0,0,0.0
Trevor Lewis,LA,C,43,6,7,13,-1.0,6,10:12,0,0,37,16.2,,,,,,0,0,0.0
Tyler Toffoli,LA,C,64,16,18,34,-26.0,10,16:13,4,5,141,11.3,,,,,,5,4,80.0
